# objectname: TOI3304
# Telescope: Gemini South
# Date of obs.: 2021-07-24
# camera: r
# wavelength: 832nm
# annulus range&center vs. measured relative mag. limit:
0.050000 0.150000 0.100000 4.240729
0.150000 0.200000 0.175000 4.646021
0.200000 0.250000 0.225000 4.736481
0.250000 0.300000 0.275000 4.930750
0.300000 0.350000 0.325000 5.356203
0.350000 0.400000 0.375000 5.362269
0.400000 0.450000 0.425000 5.202001
0.450000 0.500000 0.475000 5.220492
0.500000 0.550000 0.525000 5.232768
0.550000 0.600000 0.575000 5.322137
0.600000 0.650000 0.625000 5.286215
0.650000 0.700000 0.675000 5.365910
0.700000 0.750000 0.725000 5.296945
0.750000 0.800000 0.775000 5.351981
0.800000 0.850000 0.825000 5.304341
0.850000 0.900000 0.875000 5.326695
0.900000 0.950000 0.925000 5.365451
0.950000 1.000000 0.975000 5.372298
1.000000 1.050000 1.025000 5.390003
1.050000 1.100000 1.075000 5.349637
1.100000 1.150000 1.125000 5.422967
1.150000 1.200000 1.175000 5.409211
# fit of angular separation vs. relative mag. limit:
0.000000 0.000000
0.010000 0.000000
0.020000 0.000000
0.025848 0.000000
0.030000 0.245026
0.040000 0.835138
0.050000 1.425251
0.060000 2.015363
0.070000 2.605476
0.080000 3.195588
0.090000 3.785700
0.100000 4.375813
0.100000 4.375813
0.110000 4.400501
0.120000 4.424019
0.130000 4.447147
0.140000 4.470664
0.150000 4.495353
0.160000 4.521991
0.170000 4.551361
0.180000 4.584207
0.190000 4.620491
0.200000 4.659388
0.210000 4.700041
0.220000 4.741590
0.230000 4.783220
0.240000 4.825048
0.250000 4.868133
0.260000 4.913572
0.270000 4.962463
0.280000 5.015813
0.290000 5.072542
0.300000 5.129481
0.310000 5.183370
0.320000 5.230950
0.330000 5.269049
0.340000 5.296482
0.350000 5.314054
0.360000 5.322655
0.370000 5.323177
0.380000 5.316534
0.390000 5.304225
0.400000 5.288328
0.410000 5.270946
0.420000 5.254183
0.430000 5.240094
0.440000 5.229628
0.450000 5.222627
0.460000 5.218886
0.470000 5.218200
0.480000 5.220355
0.490000 5.224958
0.500000 5.231438
0.510000 5.239214
0.520000 5.247707
0.530000 5.256346
0.540000 5.264780
0.550000 5.272874
0.560000 5.280506
0.570000 5.287550
0.580000 5.293889
0.590000 5.299515
0.600000 5.304531
0.610000 5.309047
0.620000 5.313170
0.630000 5.317006
0.640000 5.320543
0.650000 5.323657
0.660000 5.326220
0.670000 5.328101
0.680000 5.329178
0.690000 5.329502
0.700000 5.329294
0.710000 5.328782
0.720000 5.328195
0.730000 5.327755
0.740000 5.327509
0.750000 5.327331
0.760000 5.327089
0.770000 5.326648
0.780000 5.325884
0.790000 5.324832
0.800000 5.323694
0.810000 5.322679
0.820000 5.321993
0.830000 5.321844
0.840000 5.322374
0.850000 5.323670
0.860000 5.325813
0.870000 5.328885
0.880000 5.332960
0.890000 5.337913
0.900000 5.343423
0.910000 5.349161
0.920000 5.354797
0.930000 5.360007
0.940000 5.364599
0.950000 5.368517
0.960000 5.371706
0.970000 5.374116
0.980000 5.375698
0.990000 5.376506
1.000000 5.376692
1.010000 5.376417
1.020000 5.375839
1.030000 5.375119
1.040000 5.374507
1.050000 5.374336
1.060000 5.374945
1.070000 5.376673
1.080000 5.379836
1.090000 5.384291
1.100000 5.389434
1.110000 5.394639
1.120000 5.399281
1.130000 5.402757
1.140000 5.404979
1.150000 5.406376
1.160000 5.407397
1.170000 5.408494
