 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_T2	rel_flux_T3	rel_flux_T4	rel_flux_T5	rel_flux_T6	rel_flux_C7	rel_flux_T8	rel_flux_C9	rel_flux_C10	rel_flux_C11	rel_flux_T12	rel_flux_T13	rel_flux_C14	rel_flux_C15	rel_flux_err_T1	rel_flux_err_T2	rel_flux_err_T3	rel_flux_err_T4	rel_flux_err_T5	rel_flux_err_T6	rel_flux_err_C7	rel_flux_err_T8	rel_flux_err_C9	rel_flux_err_C10	rel_flux_err_C11	rel_flux_err_T12	rel_flux_err_T13	rel_flux_err_C14	rel_flux_err_C15	rel_flux_SNR_T1	rel_flux_SNR_T2	rel_flux_SNR_T3	rel_flux_SNR_T4	rel_flux_SNR_T5	rel_flux_SNR_T6	rel_flux_SNR_C7	rel_flux_SNR_T8	rel_flux_SNR_C9	rel_flux_SNR_C10	rel_flux_SNR_C11	rel_flux_SNR_T12	rel_flux_SNR_T13	rel_flux_SNR_C14	rel_flux_SNR_C15	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_T2	Y(IJ)_T2	X(FITS)_T2	Y(FITS)_T2	RA_T2	DEC_T2	Source-Sky_T2	Source_Error_T2	Source_SNR_T2	Peak_T2	Mean_T2	Sky/Pixel_T2	FWHM_T2	Width_T2	X-Width_T2	Y-Width_T2	Angle_T2	Roundness_T2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	X(IJ)_T4	Y(IJ)_T4	X(FITS)_T4	Y(FITS)_T4	RA_T4	DEC_T4	Source-Sky_T4	Source_Error_T4	Source_SNR_T4	Peak_T4	Mean_T4	Sky/Pixel_T4	FWHM_T4	Width_T4	X-Width_T4	Y-Width_T4	Angle_T4	Roundness_T4	X(IJ)_T5	Y(IJ)_T5	X(FITS)_T5	Y(FITS)_T5	RA_T5	DEC_T5	Source-Sky_T5	Source_Error_T5	Source_SNR_T5	Peak_T5	Mean_T5	Sky/Pixel_T5	FWHM_T5	Width_T5	X-Width_T5	Y-Width_T5	Angle_T5	Roundness_T5	X(IJ)_T6	Y(IJ)_T6	X(FITS)_T6	Y(FITS)_T6	RA_T6	DEC_T6	Source-Sky_T6	Source_Error_T6	Source_SNR_T6	Peak_T6	Mean_T6	Sky/Pixel_T6	FWHM_T6	Width_T6	X-Width_T6	Y-Width_T6	Angle_T6	Roundness_T6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_T8	Y(IJ)_T8	X(FITS)_T8	Y(FITS)_T8	RA_T8	DEC_T8	Source-Sky_T8	Source_Error_T8	Source_SNR_T8	Peak_T8	Mean_T8	Sky/Pixel_T8	FWHM_T8	Width_T8	X-Width_T8	Y-Width_T8	Angle_T8	Roundness_T8	X(IJ)_C9	Y(IJ)_C9	X(FITS)_C9	Y(FITS)_C9	RA_C9	DEC_C9	Source-Sky_C9	Source_Error_C9	Source_SNR_C9	Peak_C9	Mean_C9	Sky/Pixel_C9	FWHM_C9	Width_C9	X-Width_C9	Y-Width_C9	Angle_C9	Roundness_C9	X(IJ)_C10	Y(IJ)_C10	X(FITS)_C10	Y(FITS)_C10	RA_C10	DEC_C10	Source-Sky_C10	Source_Error_C10	Source_SNR_C10	Peak_C10	Mean_C10	Sky/Pixel_C10	FWHM_C10	Width_C10	X-Width_C10	Y-Width_C10	Angle_C10	Roundness_C10	X(IJ)_C11	Y(IJ)_C11	X(FITS)_C11	Y(FITS)_C11	RA_C11	DEC_C11	Source-Sky_C11	Source_Error_C11	Source_SNR_C11	Peak_C11	Mean_C11	Sky/Pixel_C11	FWHM_C11	Width_C11	X-Width_C11	Y-Width_C11	Angle_C11	Roundness_C11	X(IJ)_T12	Y(IJ)_T12	X(FITS)_T12	Y(FITS)_T12	RA_T12	DEC_T12	Source-Sky_T12	Source_Error_T12	Source_SNR_T12	Peak_T12	Mean_T12	Sky/Pixel_T12	FWHM_T12	Width_T12	X-Width_T12	Y-Width_T12	Angle_T12	Roundness_T12	X(IJ)_T13	Y(IJ)_T13	X(FITS)_T13	Y(FITS)_T13	RA_T13	DEC_T13	Source-Sky_T13	Source_Error_T13	Source_SNR_T13	Peak_T13	Mean_T13	Sky/Pixel_T13	FWHM_T13	Width_T13	X-Width_T13	Y-Width_T13	Angle_T13	Roundness_T13	X(IJ)_C14	Y(IJ)_C14	X(FITS)_C14	Y(FITS)_C14	RA_C14	DEC_C14	Source-Sky_C14	Source_Error_C14	Source_SNR_C14	Peak_C14	Mean_C14	Sky/Pixel_C14	FWHM_C14	Width_C14	X-Width_C14	Y-Width_C14	Angle_C14	Roundness_C14	X(IJ)_C15	Y(IJ)_C15	X(FITS)_C15	Y(FITS)_C15	RA_C15	DEC_C15	Source-Sky_C15	Source_Error_C15	Source_SNR_C15	Peak_C15	Mean_C15	Sky/Pixel_C15	FWHM_C15	Width_C15	X-Width_C15	Y-Width_C15	Angle_C15	Roundness_C15	rel_flux_T1_n	rel_flux_err_T1_n
1	OIII_TIC147456499-01_180sec_2x2_2021-08-17_224905_001_out.fit	1.000000	0.000000	59444.035127	2459444.035127	2459444.034086	2459444.037181	2459444.037960	2.893281	20.035170	-19.790672	NaN	2.737332	-40.197183	3.781989	6.000000	11.000000	17.000000	0.183688	0.007009	0.003477	0.250526	0.172812	0.192350	0.146693	0.145952	0.140119	0.128370	0.328429	0.211181	0.374841	0.227835	0.254106	0.000862	0.000666	0.000662	0.000952	0.000854	0.000876	0.000911	0.000814	0.000895	0.000872	0.001329	0.000902	0.001151	0.001095	0.001149	212.973464	10.521485	5.249734	263.255378	202.440825	219.504398	161.010667	179.367635	156.495270	147.194400	247.195312	234.061332	325.646584	207.983246	221.058686	620481.133856	1183.294865	1036.372429	997.845434	1036.872429	1050.654566	2.737378	-40.197159	113974.811742	113.097336	489.031593	233.062267	8940.838867	1007.758593	1484.315494	417.000000	3.777195	4.814526	4.623761	5.005291	81.854622	0.993205	1048.484413	927.478491	1048.984413	1121.021509	2.737608	-40.226166	4348.785682	413.241100	10.523604	1799.350830	38.451708	1484.105553	3.616111	4.894785	4.328362	5.461208	298.864108	0.817046	1100.128879	955.263041	1100.628879	1093.236959	2.735573	-40.220654	2157.693299	410.989393	5.249998	1700.225342	19.078197	1475.169760	3.170564	5.931852	6.065487	5.798217	39.352443	0.947134	1251.531367	1195.741238	1252.031367	852.758762	2.728153	-40.141824	155446.357335	510.669774	304.397020	11555.256836	1374.447564	1460.203248	4.123245	4.856976	4.762416	4.951535	84.448332	0.998427	621.192234	1275.933736	621.692234	772.566264	2.749099	-40.043754	107226.847493	488.605187	219.454992	8400.580078	948.093489	1529.859643	3.753233	4.815385	4.690902	4.939867	69.074974	0.995189	694.031362	1113.417297	694.531362	935.082703	2.748098	-40.115466	119349.523727	493.791000	241.700484	9349.189453	1055.281481	1519.727987	3.680806	4.763178	4.619209	4.907147	78.221303	0.995659	1053.959933	479.967681	1054.459933	1568.532319	2.741543	-40.403225	79376.286741	466.464143	170.165892	7025.522461	701.840467	1479.845584	3.720520	4.764183	4.493632	5.034734	84.402286	0.986681	1392.037530	955.932150	1392.537530	1092.567850	2.725501	-40.251053	90560.768652	474.432366	190.882358	7270.886719	800.732999	1456.940155	3.887744	4.885275	4.671142	5.099407	89.632364	0.992343	1428.180666	1016.981693	1428.680666	1031.518307	2.723697	-40.230778	76256.262418	462.764809	164.784056	6012.612793	674.253395	1453.414733	3.897067	4.906349	4.707299	5.105400	271.159783	0.993427	1240.590969	781.392546	1241.090969	1267.107454	2.732324	-40.303970	70589.538481	458.669369	153.900703	6011.268555	624.148554	1467.251168	3.844655	4.859980	4.695958	5.024002	86.893880	0.995400	1357.128080	366.699336	1357.628080	1681.800664	2.732102	-40.479822	153402.333601	512.228702	299.480160	11050.888672	1356.374426	1459.730989	3.893239	4.882924	4.594564	5.171285	270.876229	0.986134	1382.146931	437.253281	1382.646931	1611.246719	2.730590	-40.454597	131034.116858	500.961620	261.565181	9320.482422	1158.595967	1466.311681	3.685062	4.838772	4.577909	5.099636	270.047146	0.988442	867.317317	1293.159734	867.817317	755.340266	2.740479	-40.063007	232581.861138	559.794071	415.477536	15684.094727	2056.475160	1496.121263	3.791864	4.811272	4.702142	4.920401	75.495157	0.997312	203.828352	780.955782	204.328352	1267.544218	2.768062	-40.194342	115135.363418	496.556086	231.867792	8840.083008	1018.020123	1544.424017	4.272621	4.952161	4.549939	5.354384	71.301819	0.958737	1007.562238	678.937324	1008.062238	1369.562676	2.741309	-40.319841	125721.349196	499.122123	251.884947	10212.609375	1111.620788	1484.724089	3.615903	4.785518	4.566845	5.004192	82.967591	0.991161	1.004582	0.004717
2	OIII_TIC147456499-01_180sec_2x2_2021-08-17_225504_002_out.fit	2.000000	0.000000	59444.039282	2459444.039282	2459444.038241	2459444.041336	2459444.042115	2.762999	21.042804	-19.790672	NaN	2.737301	-40.197397	3.971811	6.000000	11.000000	17.000000	0.182954	0.008277	0.004231	0.252440	0.172196	0.191469	0.146118	0.147612	0.141540	0.128509	0.322505	0.212697	0.378616	0.230146	0.255803	0.000859	0.000668	0.000661	0.000957	0.000848	0.000873	0.000903	0.000808	0.000888	0.000870	0.001307	0.000898	0.001155	0.001091	0.001150	213.058024	12.382873	6.403861	263.882627	203.158056	219.359716	161.800865	182.579178	159.430738	147.659988	246.687453	236.724785	327.825680	210.974162	222.370039	612580.395595	1161.209093	1036.330529	997.146762	1036.830529	1051.353238	2.737377	-40.197147	112074.051159	113.097336	481.216383	232.897414	7583.447266	990.952180	1411.231789	409.000000	3.969268	5.015687	4.874967	5.156407	83.686598	0.996699	1048.422922	926.754621	1048.922922	1121.745379	2.737608	-40.226166	5070.416530	409.357313	12.386285	1702.276001	44.832325	1406.822824	3.673363	5.816067	5.442189	6.189945	84.017264	0.982870	1100.079222	954.516460	1100.579222	1093.983540	2.735573	-40.220654	2591.964072	404.720374	6.404333	1570.500366	22.917994	1401.544581	4.075561	5.357901	4.660167	6.055635	276.886514	0.930468	1251.550140	1194.970074	1252.050140	853.529926	2.728150	-40.141810	154639.864694	507.432814	304.749438	10083.000977	1367.316604	1385.664080	3.923403	5.109729	5.016381	5.203077	86.952064	0.998651	620.968877	1275.339312	621.468877	773.160688	2.749098	-40.043717	105483.839220	479.174085	220.136778	7477.617188	932.681913	1444.576017	4.001032	5.015108	4.935472	5.094744	62.818003	0.997030	693.759587	1112.799038	694.259587	935.700962	2.748101	-40.115440	117289.969471	486.274623	241.201091	8466.616211	1037.071023	1433.796340	4.031477	5.012608	4.938719	5.086497	62.752844	0.997424	1053.981158	479.318299	1054.481158	1569.181701	2.741543	-40.403257	78097.681439	456.774855	170.976315	5976.334473	690.535114	1413.059082	3.887041	4.968789	4.745087	5.192490	275.034994	0.991670	1392.071533	955.198239	1392.571533	1093.301761	2.725501	-40.251015	90424.236225	464.652570	194.606125	6162.187500	799.525787	1387.103795	4.064991	5.131570	4.989257	5.273883	88.686510	0.996922	1428.221620	1016.208059	1428.721620	1032.291941	2.723697	-40.230750	75954.105800	451.706719	168.149161	5321.078125	671.581744	1387.723848	4.005905	5.133115	4.984297	5.281933	273.202868	0.996601	1240.618540	780.699038	1241.118540	1267.800962	2.732324	-40.303948	69757.701104	451.981254	154.337598	5526.540527	616.793497	1398.516397	4.090829	5.099043	4.934398	5.263688	84.113037	0.995657	1357.315770	365.962597	1357.815770	1682.537403	2.732101	-40.479855	149383.439488	502.732570	297.142951	9928.481445	1320.839601	1407.839127	3.997354	5.082374	4.808958	5.355790	275.508857	0.988054	1382.344963	436.510480	1382.844963	1611.989520	2.730588	-40.454620	130294.026839	491.875486	264.892296	8880.075195	1152.052135	1406.990122	3.900593	5.046859	4.840875	5.252842	275.589037	0.993100	867.081274	1292.528462	867.581274	755.971538	2.740481	-40.062951	231932.725112	554.296916	418.426873	14885.407227	2050.735537	1415.702882	3.840075	5.037195	4.953100	5.121289	66.957039	0.997684	203.620583	780.289940	204.120583	1268.210060	2.768062	-40.194492	114606.750549	485.987220	235.822560	7371.601074	1013.346159	1460.058694	4.263699	5.200181	4.838477	5.561884	69.390245	0.966125	1007.516395	678.276614	1008.016395	1370.223386	2.741310	-40.319852	124780.717215	492.456760	253.384109	8552.624023	1103.303775	1410.104714	3.852571	5.021518	4.851170	5.191865	78.987087	0.994656	1.000569	0.004696
3	OIII_TIC147456499-01_180sec_2x2_2021-08-17_225817_003_out.fit	3.000000	0.000000	59444.041516	2459444.041516	2459444.040475	2459444.043570	2459444.044349	2.697628	21.587519	-19.790672	NaN	2.737285	-40.197442	3.699632	6.000000	11.000000	17.000000	0.182255	0.007896	0.004027	0.251008	0.172545	0.192784	0.146292	0.146196	0.141050	0.126714	0.325938	0.214311	0.376547	0.230968	0.254473	0.000819	0.000622	0.000621	0.000912	0.000810	0.000836	0.000865	0.000771	0.000850	0.000827	0.001262	0.000862	0.001105	0.001044	0.001094	222.604249	12.692105	6.490154	275.284099	213.029733	230.578313	169.081787	189.526148	165.864518	153.300945	258.292923	248.524585	340.909271	221.172277	232.540510	632466.000033	1146.715247	1036.455399	997.156604	1036.955399	1051.343396	2.737383	-40.197334	115270.356920	113.097336	473.777628	243.300549	9441.539062	1019.213728	1318.265596	439.000000	3.383491	4.653314	4.444808	4.861820	76.654366	0.989979	1048.610037	927.231504	1049.110037	1121.268496	2.737608	-40.226166	4994.179863	393.382938	12.695466	1643.106567	44.158245	1315.070550	3.555269	5.691511	5.454459	5.928563	292.964567	0.985707	1100.241770	954.999763	1100.741770	1093.500237	2.735573	-40.220655	2547.034424	392.418737	6.490603	1481.114014	22.520729	1308.962884	4.442330	5.095667	5.775861	4.415474	29.145072	0.750976	1251.643239	1195.007960	1252.143239	853.492040	2.728151	-40.142018	158753.861558	499.723785	317.683221	12499.131836	1403.692322	1295.004056	3.884356	4.779093	4.672537	4.885648	78.298387	0.997641	620.951628	1275.423605	621.451628	773.076395	2.749107	-40.043815	109128.992000	472.517811	230.952124	9170.986328	964.912140	1332.727602	3.541718	4.701540	4.613719	4.789361	61.513849	0.995305	693.844401	1112.850029	694.344401	935.649971	2.748109	-40.115538	121929.401263	480.370980	253.823412	10927.250977	1078.092607	1330.896804	3.747565	4.666351	4.570297	4.762406	62.989171	0.995093	1054.041508	479.365046	1054.541508	1569.134954	2.741553	-40.403447	80716.736172	451.797332	178.656956	7204.976074	713.692642	1332.483938	3.407474	4.595165	4.390829	4.799501	80.967822	0.991284	1392.210437	955.207310	1392.710437	1093.292690	2.725503	-40.251146	92464.020439	458.161211	201.815471	7152.463867	817.561439	1304.265097	3.596801	4.790681	4.673739	4.907624	81.313702	0.997386	1428.316521	1016.250217	1428.816521	1032.249783	2.723700	-40.230859	78181.819860	447.210878	174.820926	6253.405762	691.279061	1293.112939	3.559678	4.864068	4.765395	4.962741	271.294475	0.998352	1240.786620	780.745452	1241.286620	1267.754548	2.732328	-40.304100	71129.030473	444.224402	160.119593	6836.775879	628.918711	1314.377089	3.639066	4.746024	4.538462	4.953586	88.728153	0.992364	1357.509284	365.936813	1358.009284	1682.563187	2.732105	-40.480096	155470.716742	499.067410	311.522479	12826.721680	1374.662949	1322.411361	3.453839	4.750394	4.430132	5.070655	271.032721	0.981960	1382.540345	436.521891	1383.040345	1611.978109	2.730591	-40.454814	135544.337965	486.890231	278.387878	11084.052734	1198.475078	1319.627794	4.000958	4.779634	4.553365	5.005903	270.286157	0.991075	867.168412	1292.600980	867.668412	755.899020	2.740483	-40.063173	238153.062022	549.156098	433.670978	18169.697266	2105.735391	1313.421043	3.760975	4.713913	4.602736	4.825090	70.239903	0.996265	203.597606	780.414373	204.097606	1268.085627	2.768080	-40.194100	118670.544494	479.594270	247.439454	8766.057617	1049.277986	1358.628519	3.952804	4.875435	4.489352	5.261518	69.602116	0.956776	1007.659231	678.332372	1008.159231	1370.167628	2.741317	-40.320007	128297.152293	484.172693	264.982214	10847.010742	1134.395887	1321.768972	3.568154	4.656064	4.473708	4.838420	82.517670	0.993446	0.996748	0.004478
4	OIII_TIC147456499-01_180sec_2x2_2021-08-17_230130_004_out.fit	4.000000	0.000000	59444.043750	2459444.043750	2459444.042708	2459444.045804	2459444.046583	2.635224	22.134564	-19.797264	NaN	2.737251	-40.197647	3.915792	6.000000	11.000000	17.000000	0.183746	0.006624	0.003350	0.252944	0.170821	0.191816	0.146998	0.146965	0.139630	0.127058	0.327124	0.211878	0.377725	0.230637	0.254203	0.000804	0.000609	0.000604	0.000898	0.000789	0.000815	0.000850	0.000758	0.000834	0.000811	0.001244	0.000844	0.001087	0.001020	0.001071	228.487858	10.878094	5.546423	281.810245	216.408907	235.469113	173.003876	193.950259	167.437226	156.590202	262.886008	251.153078	347.600730	226.004613	237.322724	640209.917338	1138.800966	1036.708519	997.285298	1037.208519	1051.214702	2.737419	-40.197376	117636.204677	113.097336	470.405464	250.074061	9544.638672	1040.132414	1261.679921	457.000000	3.668296	4.709965	4.536497	4.883433	73.749605	0.992393	1049.722693	927.677136	1050.222693	1120.822864	2.737608	-40.226166	4240.807511	389.775416	10.880131	1588.559814	37.496971	1267.500131	5.221737	4.331462	3.651182	5.011741	62.879797	0.724830	1101.461912	955.495781	1101.961912	1093.004219	2.735573	-40.220654	2144.541931	386.634300	5.546693	1467.628906	18.961914	1260.129152	5.065759	4.376557	4.707152	4.045963	34.153969	0.834828	1251.869002	1195.151077	1252.369002	853.348923	2.728197	-40.142077	161937.358762	497.220359	325.685294	12002.781250	1431.840618	1246.222629	3.799048	4.798749	4.679786	4.917713	75.660951	0.996810	621.190304	1275.552122	621.690304	772.947878	2.749123	-40.043827	109361.100388	466.402268	234.478063	8984.105469	966.964428	1274.078389	3.810329	4.632147	4.475933	4.788361	70.572667	0.992516	693.988575	1112.943700	694.488575	935.556300	2.748122	-40.115536	122802.427149	473.571092	259.311494	10185.995117	1085.811850	1270.982232	3.666266	4.667360	4.489085	4.845636	73.426687	0.991700	1054.304465	479.476418	1054.804465	1569.023582	2.741558	-40.403431	82048.416760	448.604301	182.897080	7088.266113	725.467283	1280.684961	3.528074	4.635710	4.384131	4.887290	82.974069	0.987555	1392.408817	955.349011	1392.908817	1093.150989	2.725538	-40.251174	94088.264101	455.331116	206.637018	7499.134277	831.922907	1255.901982	3.591797	4.716199	4.527071	4.905327	82.259007	0.993096	1428.575455	1016.385637	1429.075455	1032.114363	2.723730	-40.230893	78440.143747	445.022935	176.260902	6593.046387	693.563145	1253.485555	3.850664	4.770471	4.602895	4.938047	86.430072	0.994999	1240.934166	780.829801	1241.434166	1267.670199	2.732365	-40.304139	72173.403484	441.180919	163.591398	6519.648926	638.152996	1268.052960	3.793654	4.760101	4.537956	4.982246	72.779305	0.987247	1357.707050	366.046663	1358.207050	1682.453337	2.732130	-40.480109	157806.085055	498.108759	316.810500	12842.418945	1395.312138	1279.750137	3.777550	4.744820	4.475472	5.014168	270.902739	0.987180	1382.724976	436.650540	1383.224976	1611.849460	2.730619	-40.454823	135646.643603	483.201375	280.724871	11285.298828	1199.379658	1281.034087	3.863275	4.752045	4.482516	5.021574	270.674274	0.987207	867.351114	1292.754048	867.851114	755.745952	2.740531	-40.063226	241823.062844	546.768375	442.276975	17925.808594	2138.185323	1253.380803	3.709933	4.719068	4.573153	4.864982	70.579585	0.993708	203.840315	780.480480	204.340315	1268.019520	2.767914	-40.193791	119983.345965	474.148873	253.049944	9050.206055	1060.885700	1299.433169	3.873844	4.838465	4.414355	5.262575	71.788088	0.953254	1007.857818	678.431677	1008.357818	1370.068323	2.741333	-40.320005	129758.522328	479.589737	270.561508	11049.538086	1147.317235	1275.434006	3.516654	4.607122	4.384872	4.829371	82.469064	0.990064	1.004902	0.004398
5	OIII_TIC147456499-01_180sec_2x2_2021-08-17_230441_005_out.fit	5.000000	0.000000	59444.045961	2459444.045961	2459444.044919	2459444.048015	2459444.048794	2.576276	22.677544	-19.790672	NaN	2.737239	-40.197461	3.858085	6.000000	11.000000	17.000000	0.181907	0.008452	0.003337	0.250459	0.173028	0.190731	0.146670	0.146606	0.139344	0.128543	0.324103	0.212344	0.375954	0.232340	0.254043	0.000790	0.000595	0.000596	0.000883	0.000780	0.000803	0.000835	0.000746	0.000828	0.000799	0.001222	0.000833	0.001070	0.001012	0.001057	230.126783	14.203372	5.595168	283.690624	221.933975	237.403178	175.704372	196.583025	168.342322	160.926499	265.325831	254.940098	351.321226	229.634754	240.399102	646807.576151	1135.377209	1036.905863	997.239226	1037.405863	1051.260774	2.737421	-40.197377	117658.626761	113.097336	467.705926	251.565397	9405.442383	1040.330669	1235.663439	453.000000	3.657453	4.704513	4.531842	4.877183	82.660630	0.994257	1049.982256	927.647031	1050.482256	1120.852969	2.737608	-40.226166	5466.588103	384.759957	14.207789	1596.005249	48.335251	1235.904424	5.975231	4.807862	4.470884	5.144840	71.780606	0.969935	1101.725415	955.463934	1102.225415	1093.036066	2.735573	-40.220654	2158.414445	385.745427	5.595438	1407.265991	19.084574	1231.020776	4.261048	5.219651	4.408735	6.030566	294.089817	0.792974	1252.079131	1195.095297	1252.579131	853.404703	2.728199	-40.142077	161998.715848	495.200090	327.137896	11468.533203	1432.383133	1217.349938	3.685743	4.790500	4.680968	4.900033	83.073339	0.997784	621.365701	1275.523507	621.865701	772.976493	2.749124	-40.043830	111915.590033	464.434363	240.971812	9105.897461	989.551076	1243.912487	3.812240	4.665115	4.526271	4.803959	67.262670	0.992807	694.264587	1112.903523	694.764587	935.596477	2.748120	-40.115553	123366.110158	472.376596	261.160505	9993.143555	1090.795902	1244.303405	3.598419	4.641368	4.454788	4.827949	74.510433	0.991234	1054.584973	479.429807	1055.084973	1569.070193	2.741559	-40.403434	82732.646798	445.247928	185.812536	7615.441406	731.517205	1254.954997	3.606674	4.617271	4.386597	4.847944	81.041226	0.989028	1392.818686	955.256239	1393.318686	1093.243761	2.725533	-40.251209	94825.837173	452.741216	209.448210	7695.909668	838.444484	1230.365243	3.643436	4.758110	4.586108	4.930113	85.559497	0.994659	1428.912839	1016.312602	1429.412839	1032.187398	2.723728	-40.230912	79105.872105	446.836833	177.035254	6493.867676	699.449476	1230.367957	3.645659	4.792566	4.675038	4.910094	74.778305	0.996767	1241.249134	780.807741	1241.749134	1267.692259	2.732363	-40.304137	73672.405243	437.545166	168.376687	6324.783203	651.407081	1237.801941	3.685661	4.766010	4.597921	4.934099	73.514059	0.992948	1357.978962	366.005589	1358.478962	1682.494411	2.732132	-40.480102	158320.329426	496.529172	318.854034	12261.593750	1399.859057	1250.841331	3.613798	4.728068	4.465645	4.990490	88.932170	0.987736	1382.989312	436.608981	1383.489312	1611.891019	2.730621	-40.454817	137345.897661	481.781835	285.079029	10836.142578	1214.404363	1249.124263	3.448408	4.735715	4.493877	4.977554	88.837869	0.989606	867.719315	1292.674846	868.219315	755.825154	2.740528	-40.063260	243169.994598	544.869472	446.290363	19002.947266	2150.094814	1229.291998	3.867908	4.721363	4.598176	4.844549	74.243761	0.996258	203.883289	780.456919	204.383289	1268.043081	2.767911	-40.193798	121946.452566	473.859801	257.347114	9125.971680	1078.243373	1266.646798	3.873836	4.879391	4.486027	5.272756	71.989641	0.960771	1008.056409	678.370154	1008.556409	1370.129846	2.741335	-40.320010	131029.870013	478.165696	274.026077	10652.805664	1158.558417	1248.045532	3.495757	4.648212	4.474468	4.821956	77.253665	0.993160	0.994841	0.004323
