Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	ALT_OBJ	AIRMASS	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_T3	rel_flux_C4	rel_flux_C5	rel_flux_T6	rel_flux_T7	rel_flux_C8	rel_flux_C9	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_T3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_T6	rel_flux_err_T7	rel_flux_err_C8	rel_flux_err_C9	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_T3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_T6	rel_flux_SNR_T7	rel_flux_SNR_C8	rel_flux_SNR_C9	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_T6	Y(IJ)_T6	X(FITS)_T6	Y(FITS)_T6	RA_T6	DEC_T6	Source-Sky_T6	Source_Error_T6	Source_SNR_T6	Peak_T6	Mean_T6	Sky/Pixel_T6	FWHM_T6	Width_T6	X-Width_T6	Y-Width_T6	Angle_T6	Roundness_T6	X(IJ)_T7	Y(IJ)_T7	X(FITS)_T7	Y(FITS)_T7	RA_T7	DEC_T7	Source-Sky_T7	Source_Error_T7	Source_SNR_T7	Peak_T7	Mean_T7	Sky/Pixel_T7	FWHM_T7	Width_T7	X-Width_T7	Y-Width_T7	Angle_T7	Roundness_T7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	X(IJ)_C9	Y(IJ)_C9	X(FITS)_C9	Y(FITS)_C9	RA_C9	DEC_C9	Source-Sky_C9	Source_Error_C9	Source_SNR_C9	Peak_C9	Mean_C9	Sky/Pixel_C9	FWHM_C9	Width_C9	X-Width_C9	Y-Width_C9	Angle_C9	Roundness_C9	N_Src_Pixels_C2	N_Sky_Pixels_C2	N_Src_Pixels_T3	N_Sky_Pixels_T3	N_Src_Pixels_C4	N_Sky_Pixels_C4	N_Src_Pixels_C5	N_Sky_Pixels_C5	N_Src_Pixels_T6	N_Sky_Pixels_T6	N_Src_Pixels_T7	N_Sky_Pixels_T7	N_Src_Pixels_C8	N_Sky_Pixels_C8	N_Src_Pixels_C9	N_Sky_Pixels_C9	AIRMASS2
lsc0m409-kb29-20210805-0171-e91.fits.fz	1	0	59432.751809000	2459432.751809000	NaN	NaN	2459432.754058775	NaN	1.697107000	NaN	240.284000000	NaN	NaN	40.196373000	41	71	107	0.153045663	0.389197391	0.277237322	0.410818762	0.167044031	0.156271605	0.180647154	0.154735807	0.178568477	0.001698414	0.002863370	0.001914250	0.002970140	0.001962834	0.001696017	0.001732899	0.001923843	0.002010396	90.110944802	135.922861252	144.828137688	138.316307425	85.103474151	92.140339444	104.245640520	80.430571594	88.822534126	1047605.286560000	3778.945857221	1825.577120000	1510.931197000	1826.077120000	531.568803000	2.737355000	-40.197421000	160331.445922000	5282	1682.647162000	95.285244000	1022.148926000	30.354306000	166.314473000	16644	46.954044000	42.459421000	43.178353000	41.740488000	329.947719000	0.995386000	976.080582000	1284.999028000	976.580582000	757.500972000	2.740456000	-40.063050000	293496.984111000	1716.274195000	171.008214000	463.193726000	55.565502000	163.767871000	45.559935000	42.746818000	43.415253000	42.078382000	16.554540000	0.998607000	397.335441000	684.764815000	397.835441000	1357.735185000	2.748702000	-39.971334000	290435.284204000	1709.954016000	169.849763000	471.168640000	55.027526000	163.597542000	43.852499000	43.386636000	43.277175000	43.496097000	50.702936000	0.999349000	2578.002705000	284.569353000	2578.502705000	1757.930647000	2.754320000	-40.315946000	305054.000199000	1718.216988000	177.541022000	713.033875000	57.731643000	164.671883000	46.297207000	44.102132000	43.979040000	44.225224000	305.743283000	0.999691000	855.781638000	659.724611000	856.281638000	1382.775389000	2.749064000	-40.043815000	149948.249524000	1668.434354000	89.873629000	346.000366000	28.393912000	162.789425000	43.502299000	42.684376000	43.190489000	42.178262000	343.907521000	0.999215000	1309.035963000	733.727735000	1309.535963000	1308.772265000	2.748062000	-40.115519000	163710.959871000	1675.745917000	97.694381000	355.460999000	30.994123000	163.235947000	1.478501000	42.246241000	43.064693000	41.427789000	359.747738000	0.998500000	555.095168000	492.125870000	555.595168000	1550.374130000	2.751359000	-39.996187000	189246.913388000	1682.152348000	112.502838000	380.228729000	35.828647000	162.748703000	42.609337000	43.485114000	43.759639000	43.210589000	33.441047000	0.998966000	148.398099000	1467.643160000	148.898099000	574.856840000	2.737929000	-39.932207000	140380.204809000	1664.541311000	84.335669000	497.891022000	26.602275000	163.655222000	45.040199000	44.203283000	45.208518000	43.198047000	349.551075000	0.997632000	2600.801204000	1229.423130000	2601.301204000	813.076870000	2.741257000	-40.319950000	158725.847917000	1681.723548000	94.382842000	351.261627000	30.050331000	167.068142000	46.473341000	42.268269000	41.339985000	43.196553000	293.671124000	0.995802000	5282	16674	5278	17074	5284	17004	5281	16966	5282	16779	5282	16796	5277	17156	5282	16820	1.695566570
lsc0m409-kb29-20210805-0172-e91.fits.fz	2	0	59432.754841000	2459432.754841000	NaN	NaN	2459432.757090949	NaN	1.664635000	NaN	240.289000000	NaN	NaN	40.830589000	41	71	107	0.146519569	0.393924997	0.278686259	0.407963392	0.172650266	0.158050310	0.182734037	0.145906216	0.180756585	0.001679704	0.002873039	0.001912824	0.002948674	0.001973803	0.001692315	0.001727653	0.001896042	0.002008639	87.229406869	137.110934947	145.693637741	138.354844483	87.470883035	93.392965549	105.770132366	76.953034421	89.989595535	1042007.041166000	3746.638331581	1826.472699000	1517.049127000	1826.972699000	525.450873000	2.737348000	-40.197562000	152674.422429000	5284	1661.947300000	91.864780000	374.474396000	28.893721000	159.326428000	17026	41.925365000	41.001019000	41.744070000	40.257968000	330.635539000	0.995128000	977.342541000	1290.358352000	977.842541000	752.141648000	2.740478000	-40.062980000	294472.530278000	1697.488887000	173.475380000	704.082153000	55.824176000	157.495722000	40.277233000	42.194919000	43.155908000	41.233930000	1.643501000	0.997921000	398.814060000	689.975053000	399.314060000	1352.524947000	2.748750000	-39.971176000	290393.044256000	1697.801165000	171.040667000	545.773132000	54.998683000	157.043773000	40.742176000	42.656115000	43.028973000	42.283258000	17.035065000	0.999555000	2579.298488000	290.018098000	2579.798488000	1752.481902000	2.754351000	-40.316588000	301925.980283000	1705.973524000	176.981633000	826.355530000	57.139663000	158.042623000	43.198338000	43.342647000	43.080949000	43.604346000	299.891389000	0.999424000	856.088088000	665.131471000	856.588088000	1377.368529000	2.749105000	-40.043637000	153415.556528000	1655.116770000	92.691682000	351.906189000	29.039477000	155.805414000	40.990362000	42.964177000	43.628935000	42.299419000	16.200417000	0.998657000	1310.443628000	739.180020000	1310.943628000	1303.319980000	2.748095000	-40.115667000	164689.536285000	1661.006807000	99.150428000	424.466675000	31.179390000	156.077115000	39.877397000	41.422917000	42.207824000	40.638009000	349.035462000	0.998332000	556.467617000	497.564732000	556.967617000	1544.935268000	2.751408000	-39.996095000	190410.152773000	1664.957760000	114.363353000	458.136841000	36.151538000	156.540835000	39.698296000	42.612152000	42.581109000	42.643195000	47.669726000	0.999755000	149.096507000	1474.001219000	149.596507000	568.498781000	2.737941000	-39.931729000	132676.917661000	1652.859199000	80.271155000	707.466248000	25.123446000	157.986262000	41.901598000	43.264855000	44.582608000	41.947102000	351.679940000	0.995965000	2602.467665000	1235.148303000	2602.967665000	807.351697000	2.741255000	-40.320527000	159516.056416000	1665.571838000	95.772547000	401.662354000	30.211374000	160.476078000	38.864537000	41.967055000	41.781912000	42.152197000	309.690206000	0.997708000	5275	17145	5280	16999	5284	16810	5283	16982	5282	16791	5267	16974	5281	16999	5280	17034	1.663222589
lsc0m409-kb29-20210805-0173-e91.fits.fz	3	0	59432.757822000	2459432.757822000	NaN	NaN	2459432.760072118	NaN	1.634192000	NaN	240.281000000	NaN	NaN	40.557266000	41	71	107	0.152759614	0.383603089	0.277163378	0.418275845	0.172259220	0.158142158	0.181929130	0.146663153	0.180611653	0.001740901	0.002908365	0.001969326	0.003090730	0.002033335	0.001740489	0.001780987	0.001953662	0.002070594	87.747439195	131.896454650	140.740203600	135.332372193	84.717566561	90.860758916	102.150742560	75.070900177	87.226967364	1009906.516452000	3741.062011570	1824.606787000	1513.026566000	1825.106787000	529.473434000	2.737339000	-40.197340000	154272.929435000	5283	1662.675296000	92.785964000	379.990753000	29.201766000	158.667128000	16862	43.108643000	41.382001000	42.059852000	40.704151000	335.687978000	0.997545000	975.810494000	1286.358981000	976.310494000	756.141019000	2.740450000	-40.063097000	279995.948468000	1693.878744000	165.298697000	538.715027000	52.999422000	156.776892000	41.956783000	41.620189000	42.815017000	40.425361000	5.108761000	0.996602000	396.957865000	686.001863000	397.457865000	1356.498137000	2.748696000	-39.971377000	279909.101850000	1697.154979000	164.928427000	546.092224000	52.972956000	157.401040000	39.206125000	42.387740000	42.763071000	42.012409000	22.000773000	0.999394000	2577.413345000	286.067842000	2577.913345000	1756.432158000	2.754309000	-40.315915000	297840.157960000	1703.765832000	174.812848000	641.256958000	56.387762000	157.813938000	41.963697000	43.366501000	43.213197000	43.519806000	310.119615000	0.998261000	854.756156000	661.279966000	855.256156000	1381.220034000	2.749054000	-40.043747000	148402.081686000	1653.600322000	89.744831000	351.684937000	28.122434000	155.763886000	38.857910000	42.170193000	42.357269000	41.983118000	329.780249000	0.999677000	1308.568023000	735.465652000	1309.068023000	1307.034348000	2.748050000	-40.115530000	159708.796345000	1655.175341000	96.490560000	425.328247000	30.322536000	156.199997000	39.791911000	41.552481000	42.160386000	40.944575000	25.067238000	0.997917000	554.833859000	493.038362000	555.333859000	1549.461638000	2.751357000	-39.996246000	183731.414119000	1664.885359000	110.356796000	508.587524000	34.791027000	156.619451000	38.098682000	42.806495000	43.506677000	42.106312000	4.850504000	0.998899000	147.255737000	1470.056921000	147.755737000	572.443079000	2.737909000	-39.932131000	129171.390593000	1648.662190000	78.349216000	341.319214000	24.450386000	157.487633000	41.692085000	42.913917000	43.368099000	42.459734000	359.261600000	0.999552000	2600.322824000	1231.158737000	2600.822824000	811.341263000	2.741245000	-40.319932000	154496.937745000	1664.638316000	92.811115000	377.940704000	29.238633000	159.493175000	40.339562000	41.284948000	41.091537000	41.478358000	308.297106000	0.998367000	5283	17079	5284	16906	5282	16827	5277	16874	5267	16958	5281	17046	5283	17226	5284	16863	1.632861102
lsc0m409-kb29-20210805-0176-e91.fits.fz	4	0	59432.766744000	2459432.766744000	NaN	NaN	2459432.768994607	NaN	1.550814000	NaN	240.286000000	NaN	NaN	39.844306000	41	71	107	0.148450109	0.389112997	0.281965530	0.417620147	0.167663506	0.165027472	0.183329635	0.144860285	0.183672275	0.001710894	0.002897785	0.001951697	0.003040776	0.001984360	0.001724927	0.001756334	0.001923385	0.002051857	86.767578659	134.279457156	144.472011214	137.340006444	84.492497516	95.672158529	104.381963316	75.315283867	89.515154095	996742.501446000	3639.539734154	1824.336133000	1513.266925000	1824.836133000	529.233075000	2.737335000	-40.197390000	147966.533423000	5282	1617.468626000	91.480311000	383.792694000	28.013354000	138.623415000	16929	41.380985000	41.184042000	41.513771000	40.854313000	333.098359000	0.999265000	974.932433000	1286.448706000	975.432433000	756.051294000	2.740448000	-40.063053000	279203.680919000	1652.671640000	168.940807000	524.030151000	52.879485000	137.022383000	40.598387000	41.541648000	42.511907000	40.571389000	9.275964000	0.997575000	396.514403000	685.955572000	397.014403000	1356.544428000	2.748696000	-39.971401000	281047.027655000	1652.636171000	170.059831000	580.626770000	53.208449000	136.262406000	38.978154000	42.496109000	42.515538000	42.476681000	41.778990000	0.999934000	2576.790771000	286.366821000	2577.290771000	1756.133179000	2.754305000	-40.315900000	293632.783595000	1654.811592000	177.441822000	741.328735000	55.570171000	136.518810000	41.983907000	43.381292000	43.521495000	43.241090000	324.493848000	0.999605000	853.781542000	661.903753000	854.281542000	1380.596247000	2.749045000	-40.043685000	143121.148958000	1602.848784000	89.291735000	338.538696000	27.060153000	135.068357000	37.874221000	42.279493000	41.809310000	42.749676000	272.792537000	0.999501000	1307.697308000	735.810806000	1308.197308000	1306.689194000	2.748044000	-40.115484000	164489.895360000	1610.984271000	102.105215000	388.050629000	31.147490000	134.960223000	39.629271000	42.331436000	42.939612000	41.723259000	341.220719000	0.998687000	553.648338000	493.476379000	554.148338000	1549.023621000	2.751350000	-39.996151000	182732.438551000	1618.469411000	112.904475000	524.614746000	34.634655000	134.953135000	38.563123000	42.757920000	43.200467000	42.315373000	353.518228000	0.999549000	146.845442000	1469.917844000	147.345442000	572.582156000	2.737910000	-39.932166000	126118.797896000	1606.324801000	78.513883000	322.749268000	23.886136000	137.455195000	39.424006000	42.778433000	43.676578000	41.880288000	348.343524000	0.997911000	2600.038842000	1231.526249000	2600.538842000	810.973751000	2.741240000	-40.319976000	154666.090078000	1620.839576000	95.423441000	351.441772000	29.270645000	139.229835000	40.166698000	41.650830000	41.141258000	42.160401000	304.983232000	0.994900000	5280	17042	5282	16979	5284	17225	5289	17581	5281	17271	5276	17007	5280	17070	5284	16962	1.549737654
lsc0m409-kb29-20210805-0177-e91.fits.fz	5	0	59432.769723000	2459432.769723000	NaN	NaN	2459432.771973768	NaN	1.525318000	NaN	240.288000000	NaN	NaN	40.072357000	41	71	107	0.150302627	0.389392553	0.276877083	0.411995479	0.177125653	0.154637066	0.181529099	0.145218700	0.177411410	0.001664522	0.002818730	0.001888066	0.002928690	0.001963904	0.001666377	0.001704127	0.001872025	0.001972418	90.297783315	138.144676135	146.645890073	140.675699051	90.190595414	92.798371954	106.523195136	77.573064975	89.946164214	1021923.098265000	3629.128658683	1822.845347000	1512.235040000	1823.345347000	530.264960000	2.737334000	-40.197246000	153597.726062000	5285	1611.183172000	95.332256000	356.395081000	29.062957000	134.881721000	16979	39.819242000	41.532188000	41.992985000	41.071390000	350.720095000	0.999452000	974.240774000	1285.452645000	974.740774000	757.047355000	2.740446000	-40.063032000	286405.194292000	1646.983347000	173.896837000	1086.384644000	54.222869000	133.151468000	40.592324000	41.822484000	43.257323000	40.387644000	3.218431000	0.995243000	396.032975000	685.225266000	396.532975000	1357.274734000	2.748690000	-39.971408000	282947.086441000	1647.161140000	171.778631000	503.724304000	53.558033000	132.957580000	39.862435000	42.768726000	43.103137000	42.434315000	7.693536000	0.999737000	2576.127131000	284.767690000	2576.627131000	1757.732310000	2.754312000	-40.315882000	298179.210107000	1648.844580000	180.841308000	811.913635000	56.398564000	132.424439000	42.606050000	43.573308000	43.772691000	43.373924000	321.225943000	0.998199000	854.679673000	659.722091000	855.179673000	1382.777909000	2.749059000	-40.043911000	153771.855545000	1604.515686000	95.836929000	1571.328979000	29.112430000	131.324963000	38.451349000	42.528642000	44.199846000	40.857439000	339.405391000	0.989127000	1307.876313000	734.397241000	1308.376313000	1308.102759000	2.748048000	-40.115598000	158027.189781000	1607.779941000	98.289067000	357.406036000	29.906735000	131.929821000	38.437307000	41.325911000	41.799335000	40.852486000	11.176350000	0.999386000	553.326061000	492.401951000	553.826061000	1550.098049000	2.751349000	-39.996183000	185508.779492000	1612.070136000	115.074881000	474.358246000	35.140894000	131.640084000	38.526171000	42.821596000	42.861886000	42.781306000	42.054931000	0.999664000	145.962340000	1468.489997000	146.462340000	574.010003000	2.737914000	-39.932113000	129584.283026000	1602.151423000	80.881421000	689.754517000	24.528541000	134.235145000	40.815580000	42.767965000	43.827416000	41.708514000	355.644005000	0.997491000	2599.333981000	1230.882131000	2599.833981000	811.617869000	2.741234000	-40.319957000	153982.555295000	1611.822713000	95.533184000	708.807251000	29.135772000	135.541128000	41.540753000	41.991520000	41.338912000	42.644128000	299.709587000	0.996269000	5282	17052	5283	16910	5287	17155	5282	16840	5284	16814	5279	17074	5283	16961	5285	17064	1.524340539
lsc0m409-kb29-20210805-0178-e91.fits.fz	6	0	59432.772725000	2459432.772725000	NaN	NaN	2459432.774975941	NaN	1.500729000	NaN	240.288000000	NaN	NaN	39.337333000	41	71	107	0.150628713	0.386334937	0.279501248	0.419851071	0.173878955	0.155025262	0.177201471	0.141278611	0.181631469	0.001609971	0.002711179	0.001833099	0.002877191	0.001889727	0.001613856	0.001644247	0.001796531	0.001920686	93.559917514	142.497000330	152.474733707	145.923972677	92.012729546	96.058894248	107.770569204	78.639666031	94.565929349	1054687.240673000	3623.735474377	1824.079077000	1512.771111000	1824.579077000	529.728889000	2.737328000	-40.197450000	158866.181852000	5288	1607.891958000	98.804015000	374.259338000	30.042773000	132.234226000	16956	38.777044000	42.039720000	42.619547000	41.459893000	330.803345000	0.997231000	974.489792000	1285.746322000	974.989792000	756.753678000	2.740446000	-40.063097000	293913.481825000	1642.219784000	178.973293000	505.216949000	55.697078000	130.826466000	40.519414000	41.641857000	42.741905000	40.541809000	5.611752000	0.997103000	396.230415000	685.278856000	396.730415000	1357.221144000	2.748694000	-39.971490000	294786.399971000	1646.810351000	179.004461000	539.321716000	55.841334000	131.606458000	39.766828000	42.656515000	43.256007000	42.057023000	20.464322000	0.998616000	2576.361647000	284.978665000	2576.861647000	1757.521335000	2.754307000	-40.315959000	311871.841123000	1653.813075000	188.577443000	1574.303223000	59.033095000	131.109916000	41.280849000	43.575211000	43.329790000	43.820631000	304.003431000	0.999095000	853.370427000	660.376256000	853.870427000	1382.123744000	2.749053000	-40.043751000	156223.871382000	1600.992345000	97.579399000	918.415588000	29.610286000	130.380975000	39.130141000	43.366482000	43.089294000	43.643671000	304.069855000	0.998821000	1307.960143000	734.918424000	1308.460143000	1307.581576000	2.748043000	-40.115650000	163503.165559000	1606.737411000	101.760975000	363.479279000	30.943067000	130.846572000	37.317333000	41.693735000	42.072406000	41.315064000	346.581487000	0.999586000	553.320944000	492.979610000	553.820944000	1549.520390000	2.751345000	-39.996238000	186892.130942000	1610.900849000	116.017153000	507.626495000	35.362749000	129.931525000	36.916881000	42.517170000	42.468519000	42.565820000	48.219165000	0.999583000	146.634386000	1469.496295000	147.134386000	573.003705000	2.737905000	-39.932248000	130559.485987000	1595.319307000	81.839094000	770.469360000	24.760001000	131.524392000	39.619958000	43.181264000	44.454736000	41.907792000	355.651645000	0.996446000	2599.395353000	1231.412183000	2599.895353000	811.087817000	2.741225000	-40.319976000	162118.560356000	1609.737588000	100.711173000	1408.275635000	30.745033000	133.271322000	40.707554000	42.158541000	42.139362000	42.177720000	313.675860000	0.999612000	5277	17181	5279	16950	5283	16740	5276	16952	5284	16852	5285	16976	5273	16913	5273	16838	1.499834434
lsc0m409-kb29-20210805-0179-e91.fits.fz	7	0	59432.775699000	2459432.775699000	NaN	NaN	2459432.777950101	NaN	1.477417000	NaN	240.284000000	NaN	NaN	39.300897000	41	71	107	0.148057992	0.391330773	0.279515157	0.417751731	0.168671483	0.159421173	0.179335895	0.144839443	0.180966386	0.001611632	0.002743610	0.001835519	0.002871395	0.001877454	0.001621434	0.001652761	0.001805430	0.001922489	91.868387055	142.633545723	152.281277360	145.487363009	89.840517361	98.321090360	108.506852428	80.224327266	94.131279700	1045859.020767000	3599.934595699	1823.902956000	1512.662930000	1824.402956000	529.837070000	2.737329000	-40.197433000	154847.786867000	5284	1599.048177000	96.837474000	329.938873000	29.305032000	127.297684000	16601	39.663377000	41.472457000	42.433646000	40.511269000	339.684168000	0.996273000	974.753078000	1285.656707000	975.253078000	756.843293000	2.740447000	-40.063136000	294162.126731000	1636.758843000	179.722338000	542.616333000	55.723078000	125.649842000	40.092410000	41.511325000	42.613629000	40.409020000	7.923111000	0.996957000	395.933735000	685.206978000	396.433735000	1357.293022000	2.748695000	-39.971429000	292333.448258000	1634.843552000	178.814326000	507.221527000	55.292878000	125.927956000	38.569728000	42.332001000	42.641482000	42.022519000	26.206904000	0.999425000	2576.456525000	285.041935000	2576.956525000	1757.458065000	2.754308000	-40.315994000	308170.610398000	1641.800634000	187.702821000	923.178589000	58.321463000	125.752702000	40.707263000	43.062028000	43.003858000	43.120198000	305.623806000	0.999929000	853.095874000	660.436142000	853.595874000	1382.063858000	2.749053000	-40.043701000	150946.262097000	1589.370639000	94.972348000	379.174713000	28.582894000	124.821949000	39.924726000	42.124982000	43.286340000	40.963623000	351.202623000	0.996659000	1307.778761000	734.914082000	1308.278761000	1307.585918000	2.748044000	-40.115623000	166732.072354000	1595.725870000	104.486664000	363.662598000	31.524309000	125.025408000	38.183149000	41.701124000	42.275899000	41.126349000	11.878780000	0.999093000	553.068839000	492.803424000	553.568839000	1549.696576000	2.751348000	-39.996186000	187560.063410000	1603.466963000	116.971580000	511.100067000	35.482418000	124.903561000	36.773926000	42.567384000	42.774898000	42.359870000	31.832224000	0.999517000	146.331605000	1469.178486000	146.831605000	573.321514000	2.737909000	-39.932184000	132316.927587000	1581.425215000	83.669418000	515.824829000	25.050535000	125.958937000	40.401304000	42.436208000	43.329432000	41.542985000	349.668769000	0.997978000	2599.130584000	1230.541546000	2599.630584000	811.958454000	2.741238000	-40.319957000	160263.093954000	1599.385983000	100.202888000	352.317780000	30.347111000	128.248843000	39.392192000	41.717390000	41.364139000	42.070641000	307.767796000	0.995404000	5279	16688	5287	17009	5284	16717	5281	16836	5289	16878	5286	16688	5282	17292	5281	16870	1.476584127
lsc0m409-kb29-20210805-0180-e91.fits.fz	8	0	59432.778672000	2459432.778672000	NaN	NaN	2459432.780923260	NaN	1.455093000	NaN	240.285000000	NaN	NaN	36.078302000	41	71	107	0.147726677	0.391553910	0.281206822	0.413516096	0.166350660	0.155645863	0.181714643	0.149188737	0.181517692	0.001625075	0.002772504	0.001855653	0.002879904	0.001881488	0.001631135	0.001676384	0.001839383	0.001946832	90.904509890	141.227533929	151.540643417	143.586742353	88.414399830	95.421836466	108.396776367	81.108045580	93.237469650	1032080.371971000	3588.156164835	1822.656811000	1512.770780000	1823.156811000	529.729220000	2.737329000	-40.197279000	152465.804177000	5279	1591.244015000	95.815477000	329.285126000	28.881569000	126.097465000	16934	39.781568000	41.039367000	40.842679000	41.236056000	310.553276000	0.996156000	974.133208000	1285.519437000	974.633208000	756.980563000	2.740450000	-40.063080000	290405.640807000	1631.771473000	177.969554000	523.054138000	55.021910000	124.341039000	40.385250000	41.386676000	42.446994000	40.326357000	354.025212000	0.997261000	395.589021000	685.410386000	396.089021000	1357.089614000	2.748693000	-39.971417000	290228.041635000	1627.825580000	178.291855000	505.291199000	55.050842000	123.916847000	38.851433000	42.388722000	42.457944000	42.319499000	37.445515000	0.999843000	2575.661130000	285.053579000	2576.161130000	1757.446421000	2.754309000	-40.315910000	301929.243884000	1636.461077000	184.501329000	1236.727417000	57.140281000	124.641173000	41.463564000	42.905889000	43.068291000	42.743486000	320.198638000	0.998241000	852.490880000	660.691900000	852.990880000	1381.808100000	2.749051000	-40.043648000	147200.372029000	1576.176011000	93.390821000	334.293060000	27.889423000	123.237090000	38.893238000	41.754543000	41.489353000	42.019733000	304.437720000	0.998758000	1307.411848000	734.414959000	1307.911848000	1308.085041000	2.748052000	-40.115607000	160639.040442000	1588.125532000	101.150090000	379.586212000	30.476008000	123.890789000	36.763275000	41.009689000	41.811382000	40.207997000	353.301270000	0.998386000	552.592914000	493.002324000	553.092914000	1549.497676000	2.751347000	-39.996153000	187544.116672000	1602.602273000	117.024741000	655.159363000	35.486115000	123.497042000	8.547191000	41.682949000	41.965578000	41.400321000	20.824750000	0.999671000	145.155038000	1469.523081000	145.655038000	572.976919000	2.737906000	-39.932041000	133985.621657000	1580.488407000	84.774821000	744.676941000	25.376065000	123.841137000	39.889989000	42.666443000	43.218519000	42.114368000	341.228523000	0.998935000	2598.642924000	1230.305489000	2599.142924000	812.194511000	2.741242000	-40.319923000	158559.493594000	1597.469012000	99.256694000	343.108124000	30.030207000	126.796485000	40.129214000	41.090449000	41.123475000	41.057423000	315.574181000	0.993567000	5278	16773	5272	16965	5284	16821	5278	17629	5271	16885	5285	16469	5280	16951	5280	16688	1.454309627
