 	Label	slice	Saturated	J.D.-2400000	JD_UTC	BJD_TDB	AIRMASS	AIRMASS2	MOONFRAC	FOCPOSN	WMSHUMID	CCDATEMP	EXPTIME	RA	DEC	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_T2	rel_flux_T3	rel_flux_T4	rel_flux_T5	rel_flux_T6	rel_flux_T7	rel_flux_T8	rel_flux_T9	rel_flux_T10	rel_flux_T11	rel_flux_C12	rel_flux_C13	rel_flux_C14	rel_flux_C15	rel_flux_T16	rel_flux_T17	rel_flux_T18	rel_flux_C19	rel_flux_T20	rel_flux_C21	rel_flux_T22	rel_flux_T23	rel_flux_T24	rel_flux_T25	rel_flux_T26	rel_flux_err_T1	rel_flux_err_T2	rel_flux_err_T3	rel_flux_err_T4	rel_flux_err_T5	rel_flux_err_T6	rel_flux_err_T7	rel_flux_err_T8	rel_flux_err_T9	rel_flux_err_T10	rel_flux_err_T11	rel_flux_err_C12	rel_flux_err_C13	rel_flux_err_C14	rel_flux_err_C15	rel_flux_err_T16	rel_flux_err_T17	rel_flux_err_T18	rel_flux_err_C19	rel_flux_err_T20	rel_flux_err_C21	rel_flux_err_T22	rel_flux_err_T23	rel_flux_err_T24	rel_flux_err_T25	rel_flux_err_T26	rel_flux_SNR_T1	rel_flux_SNR_T2	rel_flux_SNR_T3	rel_flux_SNR_T4	rel_flux_SNR_T5	rel_flux_SNR_T6	rel_flux_SNR_T7	rel_flux_SNR_T8	rel_flux_SNR_T9	rel_flux_SNR_T10	rel_flux_SNR_T11	rel_flux_SNR_C12	rel_flux_SNR_C13	rel_flux_SNR_C14	rel_flux_SNR_C15	rel_flux_SNR_T16	rel_flux_SNR_T17	rel_flux_SNR_T18	rel_flux_SNR_C19	rel_flux_SNR_T20	rel_flux_SNR_C21	rel_flux_SNR_T22	rel_flux_SNR_T23	rel_flux_SNR_T24	rel_flux_SNR_T25	rel_flux_SNR_T26	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_T2	Y(IJ)_T2	X(FITS)_T2	Y(FITS)_T2	RA_T2	DEC_T2	Source-Sky_T2	Source_Error_T2	Source_SNR_T2	Peak_T2	Mean_T2	Sky/Pixel_T2	FWHM_T2	Width_T2	X-Width_T2	Y-Width_T2	Angle_T2	Roundness_T2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	X(IJ)_T4	Y(IJ)_T4	X(FITS)_T4	Y(FITS)_T4	RA_T4	DEC_T4	Source-Sky_T4	Source_Error_T4	Source_SNR_T4	Peak_T4	Mean_T4	Sky/Pixel_T4	FWHM_T4	Width_T4	X-Width_T4	Y-Width_T4	Angle_T4	Roundness_T4	X(IJ)_T5	Y(IJ)_T5	X(FITS)_T5	Y(FITS)_T5	RA_T5	DEC_T5	Source-Sky_T5	Source_Error_T5	Source_SNR_T5	Peak_T5	Mean_T5	Sky/Pixel_T5	FWHM_T5	Width_T5	X-Width_T5	Y-Width_T5	Angle_T5	Roundness_T5	X(IJ)_T6	Y(IJ)_T6	X(FITS)_T6	Y(FITS)_T6	RA_T6	DEC_T6	Source-Sky_T6	Source_Error_T6	Source_SNR_T6	Peak_T6	Mean_T6	Sky/Pixel_T6	FWHM_T6	Width_T6	X-Width_T6	Y-Width_T6	Angle_T6	Roundness_T6	X(IJ)_T7	Y(IJ)_T7	X(FITS)_T7	Y(FITS)_T7	RA_T7	DEC_T7	Source-Sky_T7	Source_Error_T7	Source_SNR_T7	Peak_T7	Mean_T7	Sky/Pixel_T7	FWHM_T7	Width_T7	X-Width_T7	Y-Width_T7	Angle_T7	Roundness_T7	X(IJ)_T8	Y(IJ)_T8	X(FITS)_T8	Y(FITS)_T8	RA_T8	DEC_T8	Source-Sky_T8	Source_Error_T8	Source_SNR_T8	Peak_T8	Mean_T8	Sky/Pixel_T8	FWHM_T8	Width_T8	X-Width_T8	Y-Width_T8	Angle_T8	Roundness_T8	X(IJ)_T9	Y(IJ)_T9	X(FITS)_T9	Y(FITS)_T9	RA_T9	DEC_T9	Source-Sky_T9	Source_Error_T9	Source_SNR_T9	Peak_T9	Mean_T9	Sky/Pixel_T9	FWHM_T9	Width_T9	X-Width_T9	Y-Width_T9	Angle_T9	Roundness_T9	X(IJ)_T10	Y(IJ)_T10	X(FITS)_T10	Y(FITS)_T10	RA_T10	DEC_T10	Source-Sky_T10	Source_Error_T10	Source_SNR_T10	Peak_T10	Mean_T10	Sky/Pixel_T10	FWHM_T10	Width_T10	X-Width_T10	Y-Width_T10	Angle_T10	Roundness_T10	X(IJ)_T11	Y(IJ)_T11	X(FITS)_T11	Y(FITS)_T11	RA_T11	DEC_T11	Source-Sky_T11	Source_Error_T11	Source_SNR_T11	Peak_T11	Mean_T11	Sky/Pixel_T11	FWHM_T11	Width_T11	X-Width_T11	Y-Width_T11	Angle_T11	Roundness_T11	X(IJ)_C12	Y(IJ)_C12	X(FITS)_C12	Y(FITS)_C12	RA_C12	DEC_C12	Source-Sky_C12	Source_Error_C12	Source_SNR_C12	Peak_C12	Mean_C12	Sky/Pixel_C12	FWHM_C12	Width_C12	X-Width_C12	Y-Width_C12	Angle_C12	Roundness_C12	X(IJ)_C13	Y(IJ)_C13	X(FITS)_C13	Y(FITS)_C13	RA_C13	DEC_C13	Source-Sky_C13	Source_Error_C13	Source_SNR_C13	Peak_C13	Mean_C13	Sky/Pixel_C13	FWHM_C13	Width_C13	X-Width_C13	Y-Width_C13	Angle_C13	Roundness_C13	X(IJ)_C14	Y(IJ)_C14	X(FITS)_C14	Y(FITS)_C14	RA_C14	DEC_C14	Source-Sky_C14	Source_Error_C14	Source_SNR_C14	Peak_C14	Mean_C14	Sky/Pixel_C14	FWHM_C14	Width_C14	X-Width_C14	Y-Width_C14	Angle_C14	Roundness_C14	X(IJ)_C15	Y(IJ)_C15	X(FITS)_C15	Y(FITS)_C15	RA_C15	DEC_C15	Source-Sky_C15	Source_Error_C15	Source_SNR_C15	Peak_C15	Mean_C15	Sky/Pixel_C15	FWHM_C15	Width_C15	X-Width_C15	Y-Width_C15	Angle_C15	Roundness_C15	X(IJ)_T16	Y(IJ)_T16	X(FITS)_T16	Y(FITS)_T16	RA_T16	DEC_T16	Source-Sky_T16	Source_Error_T16	Source_SNR_T16	Peak_T16	Mean_T16	Sky/Pixel_T16	FWHM_T16	Width_T16	X-Width_T16	Y-Width_T16	Angle_T16	Roundness_T16	X(IJ)_T17	Y(IJ)_T17	X(FITS)_T17	Y(FITS)_T17	RA_T17	DEC_T17	Source-Sky_T17	Source_Error_T17	Source_SNR_T17	Peak_T17	Mean_T17	Sky/Pixel_T17	FWHM_T17	Width_T17	X-Width_T17	Y-Width_T17	Angle_T17	Roundness_T17	X(IJ)_T18	Y(IJ)_T18	X(FITS)_T18	Y(FITS)_T18	RA_T18	DEC_T18	Source-Sky_T18	Source_Error_T18	Source_SNR_T18	Peak_T18	Mean_T18	Sky/Pixel_T18	FWHM_T18	Width_T18	X-Width_T18	Y-Width_T18	Angle_T18	Roundness_T18	X(IJ)_C19	Y(IJ)_C19	X(FITS)_C19	Y(FITS)_C19	RA_C19	DEC_C19	Source-Sky_C19	Source_Error_C19	Source_SNR_C19	Peak_C19	Mean_C19	Sky/Pixel_C19	FWHM_C19	Width_C19	X-Width_C19	Y-Width_C19	Angle_C19	Roundness_C19	X(IJ)_T20	Y(IJ)_T20	X(FITS)_T20	Y(FITS)_T20	RA_T20	DEC_T20	Source-Sky_T20	Source_Error_T20	Source_SNR_T20	Peak_T20	Mean_T20	Sky/Pixel_T20	FWHM_T20	Width_T20	X-Width_T20	Y-Width_T20	Angle_T20	Roundness_T20	X(IJ)_C21	Y(IJ)_C21	X(FITS)_C21	Y(FITS)_C21	RA_C21	DEC_C21	Source-Sky_C21	Source_Error_C21	Source_SNR_C21	Peak_C21	Mean_C21	Sky/Pixel_C21	FWHM_C21	Width_C21	X-Width_C21	Y-Width_C21	Angle_C21	Roundness_C21	X(IJ)_T22	Y(IJ)_T22	X(FITS)_T22	Y(FITS)_T22	RA_T22	DEC_T22	Source-Sky_T22	Source_Error_T22	Source_SNR_T22	Peak_T22	Mean_T22	Sky/Pixel_T22	FWHM_T22	Width_T22	X-Width_T22	Y-Width_T22	Angle_T22	Roundness_T22	X(IJ)_T23	Y(IJ)_T23	X(FITS)_T23	Y(FITS)_T23	RA_T23	DEC_T23	Source-Sky_T23	Source_Error_T23	Source_SNR_T23	Peak_T23	Mean_T23	Sky/Pixel_T23	FWHM_T23	Width_T23	X-Width_T23	Y-Width_T23	Angle_T23	Roundness_T23	X(IJ)_T24	Y(IJ)_T24	X(FITS)_T24	Y(FITS)_T24	RA_T24	DEC_T24	Source-Sky_T24	Source_Error_T24	Source_SNR_T24	Peak_T24	Mean_T24	Sky/Pixel_T24	FWHM_T24	Width_T24	X-Width_T24	Y-Width_T24	Angle_T24	Roundness_T24	X(IJ)_T25	Y(IJ)_T25	X(FITS)_T25	Y(FITS)_T25	RA_T25	DEC_T25	Source-Sky_T25	Source_Error_T25	Source_SNR_T25	Peak_T25	Mean_T25	Sky/Pixel_T25	FWHM_T25	Width_T25	X-Width_T25	Y-Width_T25	Angle_T25	Roundness_T25	X(IJ)_T26	Y(IJ)_T26	X(FITS)_T26	Y(FITS)_T26	RA_T26	DEC_T26	Source-Sky_T26	Source_Error_T26	Source_SNR_T26	Peak_T26	Mean_T26	Sky/Pixel_T26	FWHM_T26	Width_T26	X-Width_T26	Y-Width_T26	Angle_T26	Roundness_T26
1	coj0m403-kb24-20210915-0103-e91_out.fits_out.fits	1.000000	0.000000	59473.101971	2459473.101971	2459473.104546	1.479469	1.478449	0.686069	0.002319	64.799000	-20.004581	360.233000	3.994043	-46.983100	3.993994	-46.988444	4.317377	9.000000	30.000000	45.000000	0.074356	0.001110	0.000740	0.072505	0.001161	0.012909	0.001670	0.019919	0.005292	0.001371	0.000822	0.169203	0.083996	0.086150	0.866300	0.911259	0.357976	0.065419	0.068959	0.334967	0.204512	0.103360	0.263086	0.367359	0.154286	0.159991	0.000159	0.000076	0.000076	0.000157	0.000076	0.000093	0.000077	0.000102	0.000083	0.000077	0.000076	0.000255	0.000176	0.000177	0.000909	0.000676	0.000358	0.000150	0.000160	0.000344	0.000286	0.000183	0.000298	0.000364	0.000223	0.000227	468.885378	14.546630	9.768934	462.085124	15.250466	138.264709	21.707657	194.605076	63.981602	17.870068	10.877536	663.758493	478.432664	485.668440	953.192045	1348.026509	1000.184241	435.080844	430.697180	974.966693	714.672305	563.818836	883.250872	1010.287936	692.575350	704.835715	4112554.757206	2162.876064	1560.065429	1023.492492	1560.565429	1019.007508	3.994002	-46.988355	305793.089860	254.469005	632.030104	483.826780	15857.697266	1201.690909	194.142913	2950.000000	3.842438	5.932326	6.025983	5.838669	35.695072	0.990215	1550.358183	983.820202	1550.858183	1058.679798	3.994619	-46.986837	4565.426805	313.838539	14.547056	435.411957	17.940994	194.048577	3.526219	7.507298	5.475558	9.539039	276.715848	0.731143	1652.414856	967.363219	1652.914856	1075.136781	3.994868	-47.003073	3044.852269	311.683135	9.769063	352.943420	11.965513	195.487815	3.777586	4.625835	8.326993	0.924677	14.797805	-0.389475	1696.150536	944.959990	1696.650536	1097.540010	3.995214	-47.010041	298182.091708	625.951718	476.365961	14859.015625	1171.781576	194.194679	4.007170	6.072856	6.220488	5.925224	28.599669	0.991954	1688.813552	1116.941759	1689.313552	925.558241	3.992541	-47.008761	4774.854207	313.085563	15.250956	453.606995	18.763991	193.629597	3.904262	5.731188	5.266308	6.196067	60.024335	0.896405	1713.731709	950.592180	1714.231709	1091.907820	3.995125	-47.012832	53088.296636	382.944822	138.631713	2870.472900	208.623823	194.224144	4.190279	6.455488	6.667197	6.243780	25.298037	0.989346	1479.222190	831.356437	1479.722190	1211.143563	3.996992	-46.975619	6868.931754	316.408352	21.709072	552.788208	26.993196	193.202555	4.180724	5.965816	6.217240	5.714392	338.422026	0.986697	1687.310543	824.187127	1687.810543	1218.312873	3.997092	-47.008706	81918.642966	418.737641	195.632384	4172.227051	321.919925	193.758015	4.159395	6.082903	6.170711	5.995095	33.988705	0.994075	1322.176395	1021.119635	1322.676395	1021.380365	3.994054	-46.950536	21763.756504	339.963848	64.017855	1321.327759	85.526159	194.160324	3.965841	5.626062	5.592656	5.659469	66.057214	0.999686	1656.682362	802.669128	1657.182362	1239.830872	3.997428	-47.003849	5639.702450	315.580964	17.870858	456.137939	22.162630	194.061097	4.370884	6.894754	6.360699	7.428810	55.290021	0.808084	1529.789198	765.739680	1530.289198	1276.760320	3.998008	-46.983694	3380.470327	310.770302	10.877714	398.546082	13.284409	192.899496	3.621781	5.576523	4.659210	6.493836	60.062461	0.592652	1745.145818	1466.547063	1745.645818	575.952937	3.987102	-47.017444	595156.055271	830.536267	716.592494	31403.683594	2338.815509	196.404896	3.813259	5.937763	6.010057	5.865469	37.101322	0.992002	1718.276839	1444.052621	1718.776839	598.447379	3.987454	-47.013192	318669.408190	643.087616	495.530314	16014.281250	1252.291643	196.588790	4.001355	5.890597	5.974889	5.806305	38.535840	0.983644	875.897892	1009.999334	876.397892	1032.500666	3.994255	-46.879592	326195.991550	647.687047	503.632106	16191.711914	1281.869246	193.987514	4.040611	5.918433	6.108069	5.728797	24.662721	0.990352	987.478485	503.775931	987.978485	1538.724069	4.002100	-46.897598	1908967.159426	1415.700640	1348.425724	78859.953125	7501.766904	199.200837	4.343254	6.453616	6.587863	6.319370	31.546543	0.991556	351.500493	176.881578	352.000493	1865.618422	4.007186	-46.796595	3747604.377548	1960.654133	1911.405135	105814.507812	14727.154603	204.595871	5.346711	7.329732	7.528896	7.130568	29.928603	0.988305	136.966919	365.879203	137.466919	1676.620797	4.004267	-46.762432	1472194.224720	1251.832164	1176.031633	46581.746094	5785.357730	198.760446	5.215418	7.272065	7.528052	7.016078	22.927626	0.989807	1776.799040	422.426277	1777.299040	1620.073723	4.003333	-47.023120	269040.184650	601.962490	446.938454	10959.286133	1057.261118	193.589296	4.627839	6.540908	6.787681	6.294135	9.727258	0.993614	2131.513892	580.650408	2132.013892	1461.849592	4.000858	-47.079450	265302.016005	599.079147	442.849693	10893.884766	1042.571043	194.369830	4.609256	6.561643	6.829083	6.294203	21.261469	0.987807	2548.374725	1141.117286	2548.874725	901.382714	3.992106	-47.145400	1377570.688996	1213.059696	1135.616568	57346.226562	5413.510731	195.827812	4.422267	6.578853	6.893426	6.264280	24.425704	0.978974	2585.361876	1610.337680	2585.861876	432.162320	3.984790	-47.150895	698264.126765	889.987674	784.577301	29190.476562	2744.004626	195.228841	4.391093	6.547847	6.867840	6.227854	27.024031	0.972417	2490.045478	1961.573886	2490.545478	80.926114	3.979327	-47.135384	425074.192572	720.012626	590.370470	19164.839844	1670.436023	193.869118	4.157829	6.470640	6.692283	6.248997	33.249821	0.970553	2838.346995	1628.977560	2838.846995	413.522440	3.984476	-47.191097	1081954.989256	1084.787096	997.389251	42775.035156	4251.814438	198.319774	4.587515	6.985237	7.319713	6.650760	26.911069	0.973800	2812.415073	1537.810951	2812.915073	504.689049	3.985901	-47.187059	1510783.923274	1266.849012	1192.552473	58723.191406	5937.005663	196.312133	4.552233	7.000157	7.169012	6.831302	37.050411	0.969023	2510.148836	541.580742	2510.648836	1500.919258	4.001450	-47.139664	634508.954068	853.223515	743.660885	22600.578125	2493.462629	193.759954	4.857455	7.021382	7.453687	6.589076	11.692663	0.982137	2475.407690	157.877198	2475.907690	1884.622802	4.007430	-47.134269	657973.303371	867.007374	758.901623	17731.121094	2585.671695	194.276377	5.739140	7.636089	7.954522	7.317657	12.160458	0.991652
2	coj0m403-kb24-20210915-0104-e91_out.fits_out.fits	2.000000	0.000000	59473.106341	2459473.106341	2459473.108916	1.450085	1.449149	0.686501	0.002319	64.400000	-20.004581	360.233000	3.994047	-46.982553	3.993994	-46.988444	5.394550	9.000000	30.000000	45.000000	0.074671	0.001102	0.000725	0.072318	0.001208	0.012791	0.001529	0.019954	0.005188	0.001100	0.000885	0.168822	0.084172	0.085859	0.872278	0.910904	0.354742	0.065024	0.068403	0.333835	0.203282	0.104247	0.261042	0.366778	0.151886	0.157166	0.000160	0.000077	0.000076	0.000158	0.000077	0.000094	0.000077	0.000103	0.000083	0.000077	0.000076	0.000256	0.000177	0.000178	0.000921	0.000680	0.000358	0.000151	0.000160	0.000345	0.000287	0.000185	0.000299	0.000366	0.000223	0.000226	466.913235	14.335946	9.509879	458.419296	15.784725	136.335226	19.839569	193.599632	62.640217	14.354821	11.617905	658.582121	475.844755	481.566339	946.742787	1338.603226	989.891132	430.694182	426.235046	966.963550	708.044835	562.745823	874.288671	1002.668839	682.522577	694.038557	4054868.949478	2147.089144	1563.506319	1023.746700	1564.006319	1018.753300	3.994002	-46.988355	302780.243822	254.469005	628.340767	481.872671	10267.454102	1189.851172	188.316715	3042.000000	4.864065	6.921916	7.304864	6.538968	14.127736	0.984317	1553.799649	984.052710	1554.299649	1058.447290	3.994619	-46.986838	4466.555383	311.554364	14.336360	344.432373	17.552454	188.703586	5.400895	7.217790	6.513238	7.922342	292.635647	0.924490	1655.860181	967.589540	1656.360181	1074.910460	3.994868	-47.003073	2939.618087	309.108116	9.510000	300.134796	11.551969	189.737553	5.602215	7.507780	8.153464	6.862096	21.202617	0.946531	1699.596699	945.182948	1700.096699	1097.317052	3.995214	-47.010041	293238.475940	620.541794	472.552339	9516.968750	1152.354394	188.313887	5.135525	7.048231	7.437777	6.658685	13.507626	0.984699	1692.268513	1117.173083	1692.768513	925.326917	3.992541	-47.008761	4898.644618	310.329992	15.785276	339.099487	19.250457	186.355892	4.675510	7.953489	8.013462	7.893517	27.695884	0.999295	1717.178987	950.814465	1717.678987	1091.685535	3.995125	-47.012832	51864.583204	379.426963	136.691876	1859.545898	203.814933	188.896848	5.212994	7.406076	7.867251	6.944900	12.232884	0.981423	1482.652255	831.585653	1483.152255	1210.914347	3.996992	-46.975619	6201.459774	312.563127	19.840663	398.553558	24.370197	186.423410	4.644868	6.988473	7.000412	6.976534	43.698968	0.994336	1690.749879	824.404953	1691.249879	1218.095047	3.997092	-47.008706	80911.025144	415.727862	194.624976	2860.276611	317.960237	187.791414	5.155801	7.047498	7.550895	6.544100	12.738821	0.975211	1325.609261	1021.365997	1326.109261	1021.134003	3.994054	-46.950536	21037.886173	335.667907	62.674702	930.261169	82.673669	187.517947	4.844504	6.731508	7.290109	6.172907	2.995652	0.972531	1660.119134	802.887584	1660.619134	1239.612416	3.997428	-47.003849	4461.577496	310.797936	14.355235	369.369751	17.532892	187.930642	4.437906	6.144538	7.197094	5.091981	21.119900	0.797888	1533.218122	765.963166	1533.718122	1276.536834	3.998008	-46.983694	3586.626566	308.709587	11.618125	316.177643	14.094552	187.655232	5.092736	7.090913	6.502335	7.679490	289.739055	0.954374	1748.626455	1466.805606	1749.126455	575.694394	3.987102	-47.017445	585676.693174	823.899939	710.859008	19596.835938	2301.563970	191.152326	5.003096	6.953265	7.302604	6.603927	20.025225	0.982856	1721.746697	1444.300872	1722.246697	598.199128	3.987454	-47.013191	314809.130070	638.682920	492.903631	10283.761719	1237.121708	190.185525	4.958715	6.920508	7.303582	6.537434	15.826216	0.983189	879.373023	1010.237712	879.873023	1032.262288	3.994255	-46.879602	320617.288235	642.120887	499.309857	10588.890625	1259.946327	188.474961	4.944786	6.958784	7.304063	6.613505	15.090142	0.986886	990.915097	504.025791	991.415097	1538.474209	4.002100	-46.897605	1889128.602934	1407.914930	1341.791725	53065.753906	7423.806304	191.942294	5.268350	7.405922	7.744727	7.067118	19.466993	0.986223	354.934482	177.130625	355.434482	1865.369375	4.007186	-46.796610	3693595.002345	1946.423252	1897.631977	81903.062500	14514.911170	198.340161	6.302728	8.147803	8.527720	7.767886	18.269756	0.986586	140.424789	366.102437	140.924789	1676.397563	4.004268	-46.762450	1438432.298910	1237.510674	1162.359508	32458.386719	5652.681745	192.132006	6.014889	8.134044	8.482178	7.785910	20.903903	0.986860	1780.237770	422.619786	1780.737770	1619.880214	4.003333	-47.023123	263665.569448	596.055032	442.351050	7166.511230	1036.140215	186.837930	5.460411	7.504747	7.891297	7.118197	13.331347	0.986782	2134.923741	580.909209	2135.423741	1461.590791	4.000857	-47.079444	259608.355864	592.488417	438.166128	7027.645508	1020.196373	186.449123	5.527050	7.538192	7.974171	7.102214	13.535259	0.983238	2551.810368	1141.407084	2552.310368	901.092916	3.992104	-47.145391	1353657.375089	1202.485082	1125.716564	35883.667969	5319.537346	190.069572	5.543608	7.558044	8.066197	7.049891	15.240264	0.975873	2588.876959	1610.589176	2589.376959	431.910824	3.984790	-47.150894	685028.879201	881.860874	776.799266	18653.349609	2691.993390	189.566880	5.724384	7.532497	8.052946	7.012047	18.040526	0.971041	2493.524665	1961.824871	2494.024665	80.675129	3.979326	-47.135375	422706.631554	717.027278	589.526570	12262.508789	1661.132096	186.256029	5.633408	7.408271	7.854991	6.961551	23.386882	0.969217	2841.797817	1629.256890	2842.297817	413.243110	3.984475	-47.191084	1058492.266192	1073.140469	986.350153	26062.423828	4159.611763	192.077286	5.918510	7.862695	8.388884	7.336506	18.600715	0.972015	2815.896025	1538.037466	2816.396025	504.462534	3.985900	-47.187051	1487235.355890	1256.959337	1183.200850	37253.953125	5844.465640	192.151851	5.974704	7.828159	8.267797	7.388520	21.953034	0.975848	2513.595826	541.756096	2514.095826	1500.743904	4.001450	-47.139662	615876.926472	841.363995	731.998196	14231.521484	2420.243387	187.319222	6.158953	7.946191	8.462451	7.429932	10.429743	0.980826	2478.802743	157.990736	2479.302743	1884.509264	4.007430	-47.134262	637286.564986	853.975033	746.259012	12803.844727	2504.377950	188.776622	6.757701	8.352807	8.738390	7.967223	4.834272	0.991266
