#	Label	BJD_TDB	rel_flux_T1_n	rel_flux_err_T1	AIRMASS
1	fl.debias.st.0125.TIC184733148.01.fits	2459519.620120	1.007211	0.000091	1.592042
2	fl.debias.st.0127.TIC184733148.01.fits	2459519.622100	1.008918	0.000091	1.573209
3	fl.debias.st.0129.TIC184733148.01.fits	2459519.624137	1.005772	0.000091	1.554410
4	fl.debias.st.0131.TIC184733148.01.fits	2459519.626070	1.007620	0.000091	1.537100
5	fl.debias.st.0133.TIC184733148.01.fits	2459519.628072	1.006986	0.000091	1.519690
6	fl.debias.st.0135.TIC184733148.01.fits	2459519.630028	1.004342	0.000090	1.503177
7	fl.debias.st.0137.TIC184733148.01.fits	2459519.631996	1.006029	0.000090	1.487042
8	fl.debias.st.0139.TIC184733148.01.fits	2459519.633986	1.002141	0.000090	1.471186
9	fl.debias.st.0141.TIC184733148.01.fits	2459519.636000	1.006535	0.000090	1.455610
10	fl.debias.st.0143.TIC184733148.01.fits	2459519.637945	1.005617	0.000090	1.440997
11	fl.debias.st.0145.TIC184733148.01.fits	2459519.639947	1.007799	0.000090	1.426373
12	fl.debias.st.0147.TIC184733148.01.fits	2459519.641938	1.006409	0.000090	1.412246
13	fl.debias.st.0149.TIC184733148.01.fits	2459519.643928	1.002908	0.000089	1.398516
14	fl.debias.st.0151.TIC184733148.01.fits	2459519.645873	1.006585	0.000089	1.385477
15	fl.debias.st.0153.TIC184733148.01.fits	2459519.647829	1.005792	0.000089	1.372719
16	fl.debias.st.0155.TIC184733148.01.fits	2459519.649820	1.004328	0.000089	1.360093
17	fl.debias.st.0157.TIC184733148.01.fits	2459519.651787	1.005314	0.000089	1.347957
18	fl.debias.st.0159.TIC184733148.01.fits	2459519.653790	1.006932	0.000089	1.335947
19	fl.debias.st.0161.TIC184733148.01.fits	2459519.655769	1.003926	0.000089	1.324403
20	fl.debias.st.0163.TIC184733148.01.fits	2459519.657702	1.005477	0.000089	1.313433
21	fl.debias.st.0165.TIC184733148.01.fits	2459519.659692	1.004350	0.000089	1.302441
22	fl.debias.st.0167.TIC184733148.01.fits	2459519.661660	1.003875	0.000089	1.291872
23	fl.debias.st.0169.TIC184733148.01.fits	2459519.663651	1.007459	0.000089	1.281470
24	fl.debias.st.0171.TIC184733148.01.fits	2459519.665630	1.006919	0.000089	1.271410
25	fl.debias.st.0173.TIC184733148.01.fits	2459519.667632	1.006277	0.000088	1.261511
26	fl.debias.st.0175.TIC184733148.01.fits	2459519.669554	1.004091	0.000088	1.252268
27	fl.debias.st.0177.TIC184733148.01.fits	2459519.671556	1.003388	0.000088	1.242894
28	fl.debias.st.0179.TIC184733148.01.fits	2459519.673512	1.003784	0.000088	1.233987
29	fl.debias.st.0181.TIC184733148.01.fits	2459519.675456	1.007347	0.000088	1.225369
30	fl.debias.st.0183.TIC184733148.01.fits	2459519.677389	1.004817	0.000088	1.217032
31	fl.debias.st.0185.TIC184733148.01.fits	2459519.679380	1.005061	0.000088	1.208677
32	fl.debias.st.0187.TIC184733148.01.fits	2459519.681336	0.999128	0.000088	1.200692
33	fl.debias.st.0189.TIC184733148.01.fits	2459519.683304	1.002974	0.000088	1.192879
