 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	ALT_OBJ	AIRMASS	CCD-TEMP	EXPTIME	FWHM_Mean	Source_Radius	FWHM_Mult	Source_Rad(base)	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_C7	rel_flux_C8	rel_flux_C9	rel_flux_C10	rel_flux_C11	rel_flux_C12	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_C8	rel_flux_err_C9	rel_flux_err_C10	rel_flux_err_C11	rel_flux_err_C12	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_C8	rel_flux_SNR_C9	rel_flux_SNR_C10	rel_flux_SNR_C11	rel_flux_SNR_C12	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	X(IJ)_C9	Y(IJ)_C9	X(FITS)_C9	Y(FITS)_C9	Source-Sky_C9	Source_Error_C9	Source_SNR_C9	Peak_C9	Mean_C9	Sky/Pixel_C9	FWHM_C9	Width_C9	X-Width_C9	Y-Width_C9	Angle_C9	Roundness_C9	X(IJ)_C10	Y(IJ)_C10	X(FITS)_C10	Y(FITS)_C10	Source-Sky_C10	Source_Error_C10	Source_SNR_C10	Peak_C10	Mean_C10	Sky/Pixel_C10	FWHM_C10	Width_C10	X-Width_C10	Y-Width_C10	Angle_C10	Roundness_C10	X(IJ)_C11	Y(IJ)_C11	X(FITS)_C11	Y(FITS)_C11	Source-Sky_C11	Source_Error_C11	Source_SNR_C11	Peak_C11	Mean_C11	Sky/Pixel_C11	FWHM_C11	Width_C11	X-Width_C11	Y-Width_C11	Angle_C11	Roundness_C11	X(IJ)_C12	Y(IJ)_C12	X(FITS)_C12	Y(FITS)_C12	Source-Sky_C12	Source_Error_C12	Source_SNR_C12	Peak_C12	Mean_C12	Sky/Pixel_C12	FWHM_C12	Width_C12	X-Width_C12	Y-Width_C12	Angle_C12	Roundness_C12	rel_flux_T1_n	rel_flux_err_T1_n
1	TOI_3645-01-0012R_out.fit	12.000000	0.000000	59525.484016	2459525.484016	2459525.482975	2459525.489336	2459525.490119	37.568772	1.636683	-19.937500	180.000000	15.115677	20.270212	1.400000	13.000000	23.000000	35.000000	0.082085	0.159156	0.068029	0.099198	0.083873	0.081134	0.140175	0.109538	0.036180	0.073198	0.257846	0.027272	0.000321	0.000408	0.000336	0.000361	0.000349	0.000352	0.000391	0.000362	0.000316	0.000338	0.000512	0.000315	255.416114	390.307386	202.257722	275.011981	240.610488	230.270859	358.484742	302.230491	114.398216	216.358683	503.347242	86.623346	5317969.964116	5484.545026	596.939109	575.457759	597.439109	448.042241	436523.949102	1290.822288	1648.709138	264.767107	5482.370117	338.175094	3353.054723	1867.000000	13.511144	14.308745	14.228175	14.389316	56.843039	0.999214	292.115045	696.919899	292.615045	326.580101	730176.294615	1676.003855	435.665045	7050.243164	565.667560	3291.698855	13.445285	14.103986	14.065139	14.142833	48.643353	0.998114	648.918466	653.754126	649.418466	369.745874	338733.961715	1636.464949	206.991272	5063.573730	262.417193	3361.539900	13.275697	14.218530	14.182110	14.254950	53.458066	0.999690	846.059534	640.659860	846.559534	382.840140	479926.066167	1666.353099	288.009826	5767.776367	371.798714	3412.923111	13.468753	14.329784	14.199824	14.459744	71.443862	0.999483	910.137677	558.844167	910.637677	464.655833	411520.820807	1653.121440	248.935626	5315.196289	318.805171	3425.591874	14.149966	14.483027	14.397809	14.568246	61.840643	0.999550	1363.286300	729.227218	1363.786300	294.272782	399087.919465	1680.565546	237.472392	5213.769531	309.173403	3542.029097	15.106609	14.734279	14.703379	14.765179	304.512722	0.999863	527.678129	839.786112	528.178129	183.713888	653800.020705	1670.321523	391.421658	6580.498535	506.498863	3339.984136	13.349964	14.249881	14.236532	14.263229	46.956125	0.999246	574.832071	850.485835	575.332071	173.014165	525010.546888	1639.795463	320.168313	5981.909180	406.725660	3351.999708	13.104027	14.185379	14.124133	14.246624	54.750344	0.999331	618.445959	258.392185	618.945959	765.107815	185687.120725	1612.045089	115.187300	4253.350098	143.851809	3344.562942	14.579514	14.542382	14.332678	14.752085	70.801142	0.998646	670.732668	57.937192	671.232668	965.562808	362716.172155	1632.057678	222.244702	4971.053711	280.996211	3363.547965	14.049004	14.616958	14.360728	14.873188	80.675209	0.998632	413.355576	600.833266	413.855576	422.666734	1090130.850901	1697.730217	642.110767	8684.080078	844.524348	3306.990814	13.918756	14.289661	14.240602	14.338719	49.777174	0.998289	857.925204	433.752102	858.425204	589.747898	141180.189973	1623.542828	86.958094	4106.277832	109.372290	3412.803768	13.317588	14.581365	14.472169	14.690561	80.782606	0.999751	1.004614	0.003933
2	TOI_3645-01-0013R_out.fit	13.000000	0.000000	59525.486215	2459525.486215	2459525.485174	2459525.491535	2459525.492318	38.138980	1.615987	-19.937500	180.000000	14.419513	19.958238	1.400000	13.000000	23.000000	35.000000	0.081834	0.157626	0.067525	0.100310	0.083240	0.081834	0.140008	0.108940	0.036414	0.073164	0.258951	0.027623	0.000309	0.000395	0.000323	0.000347	0.000338	0.000339	0.000377	0.000351	0.000305	0.000328	0.000496	0.000305	264.896594	398.798542	209.298367	289.177193	246.625953	241.128226	371.706262	310.392972	119.319084	222.767059	521.737050	90.539203	5395988.787519	5376.862414	596.723145	574.970094	597.223145	448.529906	441575.696057	1251.394609	1607.853411	274.636788	5740.888184	352.866868	3353.754117	1827.000000	12.635959	13.858328	13.634271	14.082385	70.004123	0.998220	291.895496	696.479266	292.395496	327.020734	734734.124850	1656.561162	443.529730	7468.870117	587.132244	3290.658981	12.670541	13.743452	13.585307	13.901597	58.117218	0.997290	648.775736	653.294193	649.275736	370.205807	341316.305618	1593.470543	214.196809	5295.470703	272.748742	3360.858877	12.512529	13.902167	13.710324	14.094010	65.243383	0.998194	845.871700	640.176196	846.371700	383.323804	491927.627428	1621.540328	303.370579	5994.912109	393.103521	3410.293446	12.966523	14.047699	13.743335	14.352064	78.655546	0.997796	909.912021	558.352887	910.412021	465.147113	414647.907191	1626.258296	254.970510	5640.450195	331.348644	3425.152757	13.442339	14.104379	13.817983	14.390775	75.346987	0.997833	1363.104143	728.755037	1363.604143	294.744963	408171.426096	1640.070440	248.874326	5480.070312	326.173234	3539.099820	14.212092	14.340593	14.046396	14.634790	274.895454	0.998268	527.468025	839.348515	527.968025	184.151485	662699.579470	1632.204132	406.015134	7064.970703	529.568830	3338.871384	13.207616	13.819683	13.644884	13.994481	65.269487	0.998486	574.631701	850.076894	575.131701	173.423106	530091.375260	1613.816776	328.470607	6322.487793	423.600495	3350.809108	12.543722	13.795435	13.572112	14.018759	69.018939	0.998105	618.313977	257.943123	618.813977	765.556877	189585.351922	1577.830747	120.155696	4353.094238	151.499256	3345.627948	13.656350	14.139252	13.806602	14.471901	67.332678	0.995525	670.497251	57.443875	670.997251	966.056125	367877.690390	1608.169696	228.755517	5160.311035	293.974169	3362.609107	14.086385	14.263873	13.877854	14.649892	75.742897	0.996211	413.094952	600.355865	413.594952	423.144135	1109890.007532	1665.141842	666.543822	9297.279297	886.922478	3303.516248	13.138276	13.844975	13.635359	14.054591	61.771370	0.996998	857.506564	433.421326	858.006564	590.078674	145047.391762	1595.748767	90.896133	4188.150391	115.908596	3409.750819	12.846147	14.143818	13.862267	14.425369	271.003913	0.998414	1.001547	0.003781
3	TOI_3645-01-0014R_out.fit	14.000000	0.000000	59525.488414	2459525.488414	2459525.487373	2459525.493734	2459525.494517	38.710431	1.595918	-19.937500	180.000000	15.244714	20.454507	1.400000	13.000000	23.000000	35.000000	0.081395	0.159139	0.067205	0.099994	0.083859	0.081544	0.140476	0.109198	0.035456	0.073214	0.259038	0.026947	0.000324	0.000416	0.000340	0.000366	0.000352	0.000353	0.000396	0.000368	0.000319	0.000342	0.000519	0.000320	251.119920	382.925204	197.857728	272.939862	237.981026	230.836075	354.477031	297.116897	111.118695	214.259843	499.314664	84.223899	5298031.904161	5529.398102	596.523136	575.261145	597.023136	448.238855	431235.858562	1314.401054	1657.223205	260.215919	5388.168457	328.085448	3324.502926	1821.000000	14.004023	14.360539	14.274819	14.446258	56.046106	0.998992	291.683480	696.785093	292.183480	326.714907	727371.973754	1705.134952	426.577364	6881.942383	553.386633	3261.825491	13.573525	14.311674	14.268983	14.354364	48.986367	0.998150	648.536591	653.644652	649.036591	369.855348	333633.411455	1648.499907	202.386066	5041.771484	253.829233	3330.967226	13.328654	14.418906	14.295021	14.542790	59.422534	0.998732	845.716590	640.494172	846.216590	383.005828	481613.093042	1684.117549	285.973561	5588.823242	366.412589	3378.745875	13.819284	14.518618	14.413682	14.623555	60.491492	0.999212	909.811493	558.602611	910.311493	464.897389	409912.779233	1664.736916	246.232768	5243.062012	311.862790	3391.131209	14.338528	14.574637	14.413609	14.735665	65.490238	0.998865	1362.857074	729.111589	1363.357074	294.388411	399452.143053	1676.265416	238.298863	5184.653809	303.904308	3504.492248	14.962787	14.809853	14.688386	14.931321	84.899870	0.999722	527.307040	839.656198	527.807040	183.843802	652576.355605	1685.780766	387.106300	6500.746582	496.481918	3308.504172	13.769759	14.304749	14.230975	14.378523	54.172465	0.998926	574.488315	850.341821	574.988315	173.158179	521578.753687	1658.276117	314.530703	5825.754395	396.818575	3321.039357	13.767858	14.260319	14.200770	14.319868	52.354866	0.998918	618.130847	258.249943	618.630847	765.250057	181412.425574	1621.806353	111.858253	4179.119629	138.019081	3315.867612	14.859477	14.550633	14.380485	14.720781	61.224457	0.998101	670.303064	57.736033	670.803064	965.763967	361428.500786	1641.979113	220.117599	4879.142578	274.975815	3332.954233	14.383751	14.677284	14.405206	14.949361	73.271083	0.998027	412.964166	600.662595	413.464166	422.837405	1090032.439193	1705.698286	639.053488	8402.907227	829.299730	3274.969595	13.950823	14.348501	14.221171	14.475831	57.694409	0.998287	857.393593	433.573513	857.893593	589.926487	139020.028779	1644.458936	84.538462	4032.833008	105.766827	3379.591676	13.758583	14.623114	14.400201	14.846027	79.000709	0.998919	0.996179	0.003967
4	TOI_3645-01-0015R_out.fit	15.000000	0.000000	59525.490613	2459525.490613	2459525.489572	2459525.495933	2459525.496716	39.283100	1.576454	-19.937500	180.000000	15.415194	20.581463	1.400000	13.000000	23.000000	35.000000	0.081805	0.158822	0.067865	0.099231	0.082884	0.080967	0.139516	0.109528	0.036328	0.074136	0.259816	0.026925	0.000322	0.000410	0.000335	0.000359	0.000348	0.000353	0.000394	0.000368	0.000318	0.000341	0.000519	0.000316	253.815214	387.507833	202.300996	276.181428	238.459970	229.397668	354.164596	297.967519	114.241502	217.632776	500.572009	85.321458	5317287.834112	5508.625333	596.748842	575.199231	597.248842	448.300769	434981.230200	1330.768076	1653.463467	263.072780	5270.396973	326.864792	3251.591232	1894.000000	13.930060	14.477445	14.345259	14.609630	272.639362	0.999664	291.931231	696.649218	292.431231	326.850782	728760.978545	1686.139588	432.206790	6611.917480	547.624332	3190.414284	13.812249	14.316730	14.157328	14.476131	82.440299	0.999468	648.738964	653.471003	649.238964	370.028997	337926.808110	1631.806657	207.087529	4870.456055	253.933660	3256.792488	14.096253	14.434077	14.271848	14.596305	274.379710	0.999483	845.881581	640.364665	846.381581	383.135335	480008.351976	1658.003367	289.509878	5556.132324	360.700231	3305.533852	14.095938	14.529303	14.344167	14.714440	288.360471	0.998989	910.010583	558.575279	910.510583	464.924721	406985.306057	1650.197334	246.628265	5121.810547	305.827374	3317.787635	14.376027	14.514077	14.287426	14.740728	284.433372	0.998729	1363.091394	728.926331	1363.591394	294.573669	398278.044118	1683.450181	236.584396	5130.695312	299.284339	3427.962962	14.810955	14.824714	14.591168	15.058261	286.358060	0.998598	527.514181	839.555508	528.014181	183.944492	651020.887819	1686.304843	386.063582	6287.608398	489.206872	3235.624550	13.603197	14.389485	14.245306	14.533663	270.811344	0.999598	574.698930	850.278676	575.198930	173.221324	524902.455393	1665.081435	315.241312	5766.916992	394.435713	3245.909062	13.874335	14.398157	14.270754	14.525560	89.505981	0.999687	618.291399	258.172437	618.791399	765.327563	186393.011806	1620.320805	115.034635	4076.158447	140.064235	3240.000503	14.322831	14.589897	14.442282	14.737513	85.061825	0.999578	670.455552	57.654046	670.955552	965.845954	366996.192404	1640.625372	223.692867	4837.507812	275.777725	3258.584863	14.947481	14.811142	14.554566	15.067718	274.208251	0.998774	413.154527	600.567520	413.654527	422.932480	1096600.180096	1717.515536	638.480501	8219.982422	824.035533	3204.167364	13.954133	14.445097	14.267221	14.622972	85.430798	0.999378	857.755886	433.561406	858.255886	589.938594	139415.617788	1627.848740	85.644086	3959.465576	104.763272	3304.840524	13.914158	14.614891	14.500161	14.729622	285.794671	0.999660	1.001192	0.003945
5	TOI_3645-01-0016R_out.fit	16.000000	0.000000	59525.492812	2459525.492812	2459525.491771	2459525.498133	2459525.498915	39.856964	1.557572	-19.937500	180.000000	14.626746	20.319004	1.400000	13.000000	23.000000	35.000000	0.081724	0.158453	0.066818	0.100811	0.083517	0.081532	0.140010	0.109609	0.036479	0.073553	0.257857	0.026948	0.000308	0.000398	0.000320	0.000347	0.000333	0.000339	0.000374	0.000350	0.000304	0.000325	0.000493	0.000302	265.513086	398.411104	209.055447	290.518151	250.661065	240.571119	373.994749	313.592604	120.110043	226.125768	523.543902	89.336070	5413517.153350	5366.168486	596.798451	574.838457	597.298451	448.661543	442412.200945	1297.043970	1607.508069	275.216162	5443.808594	341.092678	3175.044170	1877.000000	12.923256	14.106319	13.756078	14.456559	70.342438	0.995886	291.913224	696.363044	292.413224	327.136956	740461.938097	1673.771274	442.391353	6958.668457	570.884222	3115.333251	13.205134	13.938260	13.710236	14.166283	64.524196	0.997304	648.766412	653.168666	649.266412	370.331334	339064.193316	1585.299209	213.880251	4951.589355	261.413029	3182.660476	12.783159	14.066936	13.779434	14.354437	74.897346	0.997765	845.850283	639.987429	846.350283	383.512571	495763.352988	1626.751528	304.756654	5676.511719	382.225556	3225.785885	13.250957	14.229619	13.864559	14.594678	81.441521	0.997121	909.939739	558.096386	910.439739	465.403614	417269.931408	1608.836503	259.361303	5290.417969	321.708393	3241.698264	13.652371	14.311160	13.942146	14.680175	78.778008	0.996891	1363.071372	728.473455	1363.571372	295.026545	408102.264205	1644.473680	248.165884	5230.067871	314.640269	3348.730276	13.976040	14.567909	14.161142	14.974675	88.511860	0.996878	527.558792	839.246254	528.058792	184.253746	664858.720852	1627.182348	408.595092	6680.803223	512.595360	3160.435183	12.864212	13.960811	13.713231	14.208391	68.150300	0.997595	574.677684	849.888500	575.177684	173.611500	534754.788042	1610.306724	332.082566	5997.356934	412.287324	3169.834853	13.179999	14.048451	13.741268	14.355634	70.527856	0.996841	618.401996	257.950590	618.901996	765.549410	190530.780165	1575.225655	120.954594	4107.525879	146.896161	3165.761758	13.067537	14.328755	13.959405	14.698104	71.271756	0.995788	670.407419	57.269352	670.907419	966.230648	370898.884563	1596.359748	232.340414	4944.882324	285.957063	3183.235560	13.954857	14.409560	14.031862	14.787258	76.898681	0.996591	413.179050	600.227509	413.679050	423.272491	1109755.302501	1661.968736	667.735366	8719.046875	855.603455	3129.331358	13.494768	14.038743	13.744532	14.332953	67.483716	0.996486	857.566054	433.249203	858.066054	590.250797	142056.997213	1584.127747	89.675216	3945.357178	109.523656	3226.973009	13.753470	14.316586	14.079429	14.553742	75.658574	0.998575	1.000195	0.003767
6	TOI_3645-01-0017R_out.fit	17.000000	0.000000	59525.495012	2459525.495012	2459525.493970	2459525.500332	2459525.501114	40.431999	1.539251	-19.937500	180.000000	13.838241	19.916099	1.400000	13.000000	23.000000	35.000000	0.081351	0.158600	0.067421	0.100230	0.084601	0.081375	0.140326	0.108916	0.036038	0.072760	0.257434	0.027728	0.000297	0.000383	0.000310	0.000334	0.000323	0.000328	0.000365	0.000338	0.000292	0.000316	0.000478	0.000291	273.703125	414.348110	217.645907	300.372441	262.214639	248.426102	384.421025	321.887176	123.218254	230.495914	538.962016	95.160318	5392658.392438	5172.208745	596.692369	574.828120	597.192369	448.671880	438699.616266	1246.115862	1546.615857	283.651311	5601.874512	352.053633	3100.055254	1880.000000	12.288152	13.865964	13.588690	14.143238	66.702750	0.996615	291.858114	696.379195	292.358114	327.120805	738199.047658	1601.777169	460.862511	7434.658203	592.400009	3044.889321	12.489952	13.718113	13.560107	13.876120	57.294163	0.996936	648.697420	653.167338	649.197420	370.332662	340613.953503	1529.125200	222.750860	5016.402344	273.340517	3105.026318	11.925698	13.843197	13.569082	14.117313	68.948550	0.997153	845.808231	639.994927	846.308231	383.505073	491268.130561	1559.046274	315.108114	5955.422363	394.239529	3150.469796	12.327863	13.960734	13.633393	14.288074	79.644872	0.997489	909.828739	558.170626	910.328739	465.329374	420637.314093	1548.892309	271.572989	5465.393555	337.558751	3161.683263	12.833968	14.075770	13.785587	14.365953	72.261019	0.997439	1363.049380	728.576800	1363.549380	294.923200	405805.446041	1583.603421	256.254464	5364.369629	325.656272	3268.780239	12.979007	14.211790	13.807260	14.616321	86.816250	0.996724	527.472819	839.241390	527.972819	184.258610	663606.624689	1581.909733	419.497150	6996.253906	532.540067	3086.863495	12.481013	13.759747	13.595793	13.923702	61.106825	0.998002	574.590913	849.927418	575.090913	173.572582	529657.823410	1555.294672	340.551429	6270.780762	425.047012	3097.090137	12.177488	13.801351	13.538567	14.064136	69.568032	0.997466	618.326468	257.921066	618.826468	765.578934	187582.651225	1511.888599	124.071741	4084.038330	150.533876	3090.692348	12.830714	14.073084	13.752976	14.393192	67.595919	0.995893	670.270410	57.413866	670.770410	966.086134	365755.132839	1545.644604	236.635985	5065.707520	293.516152	3109.359874	13.476594	14.114982	13.729550	14.500414	73.913651	0.995843	413.105505	600.221447	413.605505	423.278553	1104037.366293	1610.976363	685.321890	9394.833984	885.982917	3057.928858	12.662113	13.839945	13.571187	14.108702	64.827895	0.996299	857.512612	433.126854	858.012612	590.373146	145494.902126	1522.789453	95.544989	3980.230469	116.758727	3147.962004	12.959587	14.019303	13.726352	14.312254	85.924934	0.998219	0.995638	0.003638
7	TOI_3645-01-0018R_out.fit	18.000000	0.000000	59525.497199	2459525.497199	2459525.496157	2459525.502519	2459525.503301	41.005145	1.521562	-19.937500	180.000000	11.986797	18.600979	1.400000	13.000000	23.000000	35.000000	0.081783	0.158288	0.067581	0.099482	0.083602	0.081571	0.140087	0.109599	0.035971	0.073673	0.258340	0.027432	0.000267	0.000341	0.000278	0.000300	0.000290	0.000293	0.000327	0.000302	0.000261	0.000281	0.000429	0.000259	305.859570	463.665863	243.069617	331.649759	287.965880	278.122064	428.377055	362.406313	137.904487	262.593863	601.831441	105.744283	5486813.371560	4709.513549	596.929987	574.986165	597.429987	448.513835	448727.628546	1086.979792	1415.643316	316.977888	6859.023438	412.820581	3053.433109	1879.000000	10.600865	12.984996	12.806940	13.163052	55.577093	0.994227	292.103050	696.589787	292.603050	326.910213	749810.611449	1453.390186	515.904551	9710.795898	689.810995	2994.343151	10.554896	12.795697	12.657925	12.933469	52.024258	0.992132	648.930381	653.320231	649.430381	370.179769	347331.066664	1396.232562	248.763047	6008.384766	319.537741	3059.823494	10.534244	12.971932	12.795805	13.148058	55.463966	0.994223	846.074140	640.161412	846.574140	383.338588	496449.000149	1428.787588	347.461725	7279.731934	456.723303	3106.109902	10.842826	13.040243	12.776550	13.303936	61.552290	0.994521	910.147620	558.319642	910.647620	465.180358	423317.628076	1421.295084	297.839367	6464.375000	389.443881	3117.896867	11.050066	13.093928	12.788128	13.399728	64.664116	0.994574	1363.293027	728.703803	1363.793027	294.796197	413807.702886	1442.220866	286.923947	6229.853027	380.694937	3225.280587	11.886412	13.478736	13.135108	13.822364	75.929297	0.996661	527.709260	839.441609	528.209260	184.058391	674186.756369	1443.089029	467.183066	8842.688477	620.238538	3039.998352	10.424257	12.874259	12.752681	12.995838	51.756840	0.993468	574.873800	850.082639	575.373800	173.417361	541951.687448	1412.029989	383.810324	7831.490234	498.584879	3048.879756	10.316848	12.892517	12.764709	13.020325	52.660989	0.994371	618.468273	258.106540	618.968273	765.393460	190514.468741	1371.957509	138.863243	4550.283203	175.269559	3045.249077	10.950183	13.132451	12.878408	13.386495	57.617809	0.991771	670.555886	57.525095	671.055886	965.974905	376493.394213	1394.922867	269.902661	5914.863281	346.366508	3059.555134	10.912833	13.348241	13.011060	13.685421	62.789117	0.992470	413.336720	600.448183	413.836720	423.051817	1126453.452798	1472.318432	765.088196	12578.697266	1036.314991	3008.814085	11.162808	12.910575	12.761168	13.059982	52.826716	0.992644	857.744466	433.378435	858.244466	590.121565	146497.602767	1379.877292	106.167123	4243.149414	134.774909	3105.215173	10.767081	13.220120	12.921946	13.518294	61.826512	0.993381	1.000921	0.003272
8	TOI_3645-01-0019R_out.fit	19.000000	0.000000	59525.499398	2459525.499398	2459525.498356	2459525.504718	2459525.505501	41.582446	1.504301	-19.937500	180.000000	13.251299	19.476081	1.400000	13.000000	23.000000	35.000000	0.081859	0.158261	0.067858	0.099652	0.083886	0.081155	0.139522	0.108787	0.036496	0.074492	0.257708	0.027479	0.000283	0.000360	0.000295	0.000318	0.000308	0.000309	0.000345	0.000319	0.000278	0.000300	0.000455	0.000275	288.923602	439.724375	230.154221	313.244084	272.177502	262.742469	404.870893	340.919131	131.244974	247.920200	566.650709	99.812754	5462284.088984	4967.986688	596.641001	574.925651	597.141001	448.574349	447136.962773	1191.661757	1493.207582	299.447289	5711.081055	375.221375	3019.451430	1896.000000	11.697118	13.649199	13.458024	13.840374	59.824862	0.996795	291.766467	696.478165	292.266467	327.021835	746348.961666	1523.424161	489.915403	7771.770996	626.309401	2965.885724	11.659818	13.506547	13.447580	13.565513	49.060019	0.996179	648.592799	653.181995	649.092799	370.318005	347106.669772	1473.383258	235.584779	5158.591797	291.279524	3027.718912	11.711614	13.703236	13.527294	13.879178	59.255292	0.997107	845.723881	640.040330	846.223881	383.459670	495001.239565	1508.196127	328.207473	6044.289551	415.387367	3072.418064	11.946577	13.716445	13.584889	13.848000	61.563846	0.998768	909.817499	558.252045	910.317499	465.247955	422747.028815	1501.542570	281.541821	5508.871582	354.754213	3085.327045	12.305408	13.821909	13.678429	13.965390	59.749727	0.998223	1362.906238	728.506335	1363.406238	294.993665	410017.086746	1512.535788	271.079263	5459.749512	344.071700	3191.168379	12.959419	14.052970	13.835959	14.269981	73.781001	0.998661	527.409134	839.306467	527.909134	184.193533	668796.809365	1514.226947	441.675411	7162.266602	561.230404	3008.708719	12.326962	13.553517	13.453914	13.653121	53.627199	0.997545	574.578254	849.993159	575.078254	173.506841	535923.886095	1484.986087	360.894887	6403.498535	449.728191	3017.239579	11.847350	13.568357	13.447011	13.689703	55.271207	0.997402	618.092879	257.910413	618.592879	765.589587	192332.991139	1455.160103	132.173079	4192.693359	161.398979	3011.809045	12.928526	13.870067	13.601208	14.138926	63.452724	0.995835	670.191809	57.294995	670.691809	966.205005	378688.034231	1486.078947	254.823632	5147.196777	317.781478	3024.524876	12.806825	14.005112	13.719880	14.290344	65.696600	0.996208	413.020467	600.351319	413.520467	423.148681	1119236.866544	1556.638265	719.008964	9780.954102	939.223617	2979.062200	12.153427	13.599995	13.486879	13.713112	53.513912	0.996774	857.359377	433.208337	857.859377	590.291663	146084.515046	1457.755468	100.211948	3941.818359	122.588909	3072.089610	12.685747	13.861981	13.639771	14.084192	69.189347	0.998162	1.001852	0.003468
