Label	slice	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	Source-Sky_T1	N_Src_Pixels_T1	Peak_T1	Mean_T1	Saturated	Source_Error_T1	Source_SNR_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	J.D.-2400000	RA_T1	DEC_T1	JD_UTC	BJD_TDB	AIRMASS	WMSHUMID	CCDATEMP	 CCD-TEMP	EXPTIME	RA	DEC	AIR	DQUALITY	FOCPOSN	MOONFRAC	X-Width_T1	Y-Width_T1	Width_T1	Angle_T1	Roundness_T1	X(IJ)_T2	Y(IJ)_T2	X(FITS)_T2	Y(FITS)_T2	RA_T2	DEC_T2	Source-Sky_T2	Source_Error_T2	Source_SNR_T2	Sky/Pixel_T2	Peak_T2	Mean_T2	X-Width_T2	Y-Width_T2	FWHM_T2	Width_T2	Angle_T2	Roundness_T2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Sky/Pixel_T3	Peak_T3	Mean_T3	X-Width_T3	Y-Width_T3	FWHM_T3	Width_T3	Angle_T3	Roundness_T3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Sky/Pixel_C4	Peak_C4	Mean_C4	X-Width_C4	Y-Width_C4	FWHM_C4	Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Sky/Pixel_C5	Peak_C5	Mean_C5	X-Width_C5	Y-Width_C5	FWHM_C5	Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Sky/Pixel_C6	Peak_C6	Mean_C6	X-Width_C6	Y-Width_C6	FWHM_C6	Width_C6	Angle_C6	Roundness_C6	X(IJ)_T7	Y(IJ)_T7	X(FITS)_T7	Y(FITS)_T7	RA_T7	DEC_T7	Source-Sky_T7	Source_Error_T7	Source_SNR_T7	Sky/Pixel_T7	Peak_T7	Mean_T7	X-Width_T7	Y-Width_T7	FWHM_T7	Width_T7	Angle_T7	Roundness_T7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Sky/Pixel_C8	Peak_C8	Mean_C8	X-Width_C8	Y-Width_C8	FWHM_C8	Width_C8	Angle_C8	Roundness_C8	X(IJ)_T9	Y(IJ)_T9	X(FITS)_T9	Y(FITS)_T9	RA_T9	DEC_T9	Source-Sky_T9	Source_Error_T9	Source_SNR_T9	Sky/Pixel_T9	Peak_T9	Mean_T9	X-Width_T9	Y-Width_T9	FWHM_T9	Width_T9	Angle_T9	Roundness_T9	X(IJ)_T10	Y(IJ)_T10	X(FITS)_T10	Y(FITS)_T10	RA_T10	DEC_T10	Source-Sky_T10	Source_Error_T10	Source_SNR_T10	Sky/Pixel_T10	Peak_T10	Mean_T10	X-Width_T10	Y-Width_T10	FWHM_T10	Width_T10	Angle_T10	Roundness_T10	X(IJ)_T11	Y(IJ)_T11	X(FITS)_T11	Y(FITS)_T11	RA_T11	DEC_T11	Source-Sky_T11	Source_Error_T11	Source_SNR_T11	Sky/Pixel_T11	Peak_T11	Mean_T11	X-Width_T11	Y-Width_T11	FWHM_T11	Width_T11	Angle_T11	Roundness_T11	X(IJ)_C12	Y(IJ)_C12	X(FITS)_C12	Y(FITS)_C12	RA_C12	DEC_C12	Source-Sky_C12	Source_Error_C12	Source_SNR_C12	Sky/Pixel_C12	Peak_C12	Mean_C12	X-Width_C12	Y-Width_C12	FWHM_C12	Width_C12	Angle_C12	Roundness_C12	X(IJ)_T13	Y(IJ)_T13	X(FITS)_T13	Y(FITS)_T13	RA_T13	DEC_T13	Source-Sky_T13	Source_Error_T13	Source_SNR_T13	Sky/Pixel_T13	Peak_T13	Mean_T13	X-Width_T13	Y-Width_T13	FWHM_T13	Width_T13	Angle_T13	Roundness_T13	FWHM_Mean	rel_flux_T1	rel_flux_err_T1	rel_flux_SNR_T1	rel_flux_T2	rel_flux_err_T2	rel_flux_SNR_T2	rel_flux_T3	rel_flux_err_T3	rel_flux_SNR_T3	rel_flux_C4	rel_flux_err_C4	rel_flux_SNR_C4	rel_flux_C5	rel_flux_err_C5	rel_flux_SNR_C5	rel_flux_C6	rel_flux_err_C6	rel_flux_SNR_C6	rel_flux_T7	rel_flux_err_T7	rel_flux_SNR_T7	rel_flux_C8	rel_flux_err_C8	rel_flux_SNR_C8	rel_flux_T9	rel_flux_err_T9	rel_flux_SNR_T9	rel_flux_T10	rel_flux_err_T10	rel_flux_SNR_T10	rel_flux_T11	rel_flux_err_T11	rel_flux_SNR_T11	rel_flux_C12	rel_flux_err_C12	rel_flux_SNR_C12	rel_flux_T13	rel_flux_err_T13	rel_flux_SNR_T13	tot_C_cnts	tot_C_err	rel_flux_T1_n	rel_flux_err_T1_n	rel_flux_T1_dfn	rel_flux_err_T1_dfn
elp0m411-kb92-20211015-0417-e91.fits	1	1538.081863	1059.981493	1538.581863	982.518507	111867.393721	314.159265	2051.262207	356.084974	0	592.306658	188.867358	469.919960	3022	9.047437	10	30	45	59503.758948	4.093429	-14.926836	2459503.758948	2459503.763706	2.310802	45.000000	-20.032068	NaN	300.288000	4.093854	-14.925073	NaN	NaN	-0.000371	0.808280	10.091919	10.563084	10.327502	63.680763	0.994354	2317.073344	1045.932329	2317.573344	996.567671	4.093596	-15.050073	113876.744942	594.013808	191.707235	468.795723	1796.429565	362.480937	10.064552	10.496017	8.832807	10.280285	60.219078	0.993143	2171.796157	507.588850	2172.296157	1534.911150	4.099472	-15.026936	111906.315831	592.761441	188.788116	471.426275	1810.633911	356.208867	10.093965	10.482448	8.393259	10.288206	62.819238	0.995803	1776.143505	428.215970	1776.643505	1614.284030	4.100330	-14.964316	104388.070529	586.072467	178.114613	470.282492	1639.109375	332.277548	10.374748	10.520316	9.184920	10.447532	51.907525	0.996596	1285.201022	1655.458860	1285.701022	387.041140	4.086926	-14.886958	99740.326711	579.882086	172.001048	464.276861	1659.416626	317.483320	10.333573	10.625328	9.193693	10.479451	57.544709	0.995691	1145.433811	1344.175309	1145.933811	698.324691	4.090321	-14.864784	130743.985004	607.430100	215.241202	466.332258	1891.258911	416.171030	10.266163	10.741214	9.078880	10.503689	68.670857	0.996222	3004.163875	1281.423243	3004.663875	761.076757	4.091035	-15.158830	102712.929695	584.135223	175.837590	469.375303	2270.795654	326.945410	9.711797	9.848259	6.750254	9.780028	299.542640	0.999262	833.333526	620.673512	833.833526	1421.826488	4.098210	-14.815219	81952.075384	565.667438	144.876777	467.082127	1495.249146	260.861558	10.127092	10.209312	8.473765	10.168202	64.489226	0.999835	829.708175	1036.706953	830.208175	1005.793047	4.093671	-14.814762	149925.510639	623.008789	240.647505	466.073047	2270.239990	477.227722	10.071175	10.528985	8.795012	10.300080	72.622486	0.997076	1758.058733	1431.469890	1758.558733	611.030110	4.089377	-14.961723	153968.425566	626.562174	245.735271	469.590711	2212.279541	490.096720	10.322985	10.658720	8.907621	10.490852	60.408505	0.996100	891.159217	880.997429	891.659217	1161.502571	4.095371	-14.824442	73575.808434	559.194734	131.574573	468.462790	1321.101074	234.199072	10.220720	10.630716	8.803795	10.425718	68.849572	0.997175	1625.257199	1698.269222	1625.757199	344.230778	4.086463	-14.940764	67385.350982	553.131423	121.825209	467.382148	1340.480103	214.494234	10.426734	10.775966	9.551818	10.601350	59.119891	0.995156	2106.324664	52.071620	2106.824664	1990.428380	4.104445	-15.016422	60486.859512	547.141807	110.550608	469.425407	1243.964355	192.535654	10.078030	10.815791	8.121432	10.446910	77.312992	0.993906	8.702669	0.231031	0.001370	168.605827	0.235181	0.001378	170.617018	0.231111	0.001371	168.549443	0.274834	0.001754	156.655280	0.259423	0.001698	152.754555	0.369891	0.002094	176.678834	0.212125	0.001333	159.141015	0.203730	0.001525	133.612394	0.309629	0.001530	202.400879	0.317979	0.001548	205.399938	0.151950	0.001224	124.124091	0.161664	0.001402	115.272807	0.124919	0.001178	106.020014	484209.808610	1294.082501	1.005847	0.005966	1.006456	0.005969
elp0m411-kb92-20211015-0418-e91.fits	2	1536.635094	1061.390729	1537.135094	981.109271	119950.545240	314.159265	2062.631348	381.814444	0	594.949915	201.614526	454.575691	3017	8.176694	10	30	45	59503.762558	4.093425	-14.926844	2459503.762558	2459503.767316	2.239821	45.500000	-20.004581	NaN	300.284000	4.093866	-14.925308	NaN	NaN	-0.000371	0.808505	9.412837	10.092255	9.752546	67.783056	0.990505	2315.585769	1047.099787	2316.085769	995.400213	4.093595	-15.050063	123178.809815	597.504407	206.155483	454.964127	2313.585205	392.090329	9.081589	9.885583	7.655305	9.483586	69.826131	0.987671	2170.471886	508.629159	2170.971886	1533.870841	4.099473	-15.026946	120414.652257	595.256636	202.290315	455.744692	2342.022461	383.291743	9.160378	9.712689	7.191283	9.436533	58.955226	0.984392	1774.793260	429.493882	1775.293260	1613.006118	4.100327	-14.964327	111933.589415	588.655989	190.151109	455.622353	2138.943359	356.295681	9.379143	9.738050	7.968191	9.558596	59.598002	0.994079	1283.539992	1656.852296	1284.039992	385.647704	4.086923	-14.886944	107255.644151	583.318573	183.871471	450.446260	1938.988037	341.405319	9.399801	10.073557	7.998513	9.736679	64.557949	0.987999	1143.851254	1345.555969	1144.351254	696.944031	4.090317	-14.864779	142653.100815	613.078013	232.683440	453.422831	2352.766113	454.078923	9.426445	10.079189	8.698955	9.752817	65.907277	0.989945	3002.845212	1282.600963	3003.345212	759.899037	4.091035	-15.158840	108331.169231	586.848104	184.598312	456.884395	2876.822998	344.828821	8.056957	8.942171	6.021602	8.499564	84.927796	0.988866	831.800569	621.940980	832.300569	1420.559020	4.098206	-14.815217	86832.030576	565.527786	153.541581	452.239386	1843.163208	276.394938	9.016639	9.664454	7.389971	9.340547	71.936466	0.992645	828.108554	1038.001806	828.608554	1004.498194	4.093667	-14.814755	163530.159269	629.209910	259.897622	451.947808	3277.032959	520.532664	9.015523	9.801628	7.031360	9.408575	68.609550	0.987086	1756.561182	1432.759499	1757.061182	609.740501	4.089375	-14.961725	164424.077710	630.971010	260.588958	454.160946	2805.033203	523.378095	9.465092	10.121537	8.276561	9.793315	64.851971	0.989015	889.678164	882.168414	890.178164	1160.331586	4.095368	-14.824451	79421.913760	558.499105	142.205982	452.727353	1574.027466	252.807803	9.136383	10.118230	8.072867	9.627307	75.938464	0.986697	1623.800746	1699.764264	1624.300746	342.735736	4.086459	-14.940778	72836.226815	553.515213	131.588482	452.544165	1546.956909	231.844911	9.425337	10.095071	8.096197	9.760204	70.940166	0.992410	2104.902589	53.344800	2105.402589	1989.155200	4.104442	-15.016411	63480.803110	545.614390	116.347377	455.874965	1601.361938	202.065672	8.926393	9.838564	6.600901	9.382478	64.996451	0.977225	7.629108	0.230006	0.001277	180.155936	0.236196	0.001288	183.373750	0.230896	0.001278	180.637607	0.273291	0.001632	167.462594	0.258912	0.001584	163.437300	0.376535	0.001979	190.285896	0.207726	0.001239	167.705719	0.199761	0.001408	141.899842	0.313570	0.001437	218.144445	0.315284	0.001443	218.552766	0.152292	0.001136	134.038917	0.162337	0.001305	124.399851	0.121725	0.001089	111.745607	521510.591772	1299.554481	1.001385	0.005558	1.005892	0.005583
elp0m411-kb92-20211015-0419-e91.fits	3	1538.077781	1061.756048	1538.577781	980.743952	115669.733534	314.159265	1812.198853	368.188197	0	587.504701	196.883077	441.275126	2957	8.512850	10	30	45	59503.766165	4.093425	-14.926855	2459503.766165	2459503.770923	2.174533	46.200001	-20.004581	NaN	300.291000	4.093869	-14.925092	NaN	NaN	-0.000371	0.808732	10.085500	10.512631	10.299066	60.238683	0.993320	2317.169540	1047.552315	2317.669540	994.947685	4.093594	-15.050075	120626.473388	591.801847	203.829160	441.209109	2009.501709	383.965990	9.756602	10.282056	8.575202	10.019329	62.960273	0.992020	2171.939063	508.802522	2172.439063	1533.697478	4.099473	-15.026945	115909.015139	587.921000	197.150663	442.080013	2051.185303	368.949854	9.678407	10.294032	7.683535	9.986219	62.245768	0.988171	1776.340946	429.766989	1776.840946	1612.733011	4.100327	-14.964351	108894.990581	582.286153	187.012846	444.399779	1775.091431	346.623521	10.151948	10.411979	8.648938	10.281963	54.189119	0.993568	1285.059093	1657.284414	1285.559093	385.215586	4.086923	-14.886973	104675.006904	576.555756	181.552271	437.337433	1831.996216	333.190895	10.068143	10.619383	9.264178	10.343763	64.807467	0.993024	1145.248746	1345.934997	1145.748746	696.565003	4.090318	-14.864794	138844.683217	606.078795	229.086852	438.697819	2059.750244	441.956353	10.067552	10.523299	8.764429	10.295425	63.464663	0.994577	3004.427053	1282.970042	3004.927053	759.529958	4.091035	-15.158831	107572.633054	581.409728	185.020353	442.768939	2120.541504	342.414326	9.112314	9.787939	7.027103	9.450127	83.962971	0.994668	833.248404	622.269492	833.748404	1420.230508	4.098206	-14.815251	84595.868027	560.433598	150.947174	441.671051	1546.557129	269.277011	9.736606	10.102743	8.309338	9.919675	71.303722	0.997843	829.582203	1038.403279	830.082203	1004.096721	4.093667	-14.814792	158089.368882	622.310085	254.036328	440.143729	2523.588379	503.214090	9.692345	10.240142	8.492602	9.966244	61.990646	0.990344	1758.044816	1433.286215	1758.544816	609.213785	4.089374	-14.961735	161437.281908	624.614279	258.459160	440.949370	2399.241699	513.870828	10.091756	10.649238	8.973009	10.370497	62.286808	0.991039	891.155980	882.608957	891.655980	1159.891043	4.095367	-14.824488	77467.328534	553.398108	139.984809	440.111233	1434.358521	246.586165	9.998378	10.461731	8.512137	10.230055	61.594321	0.993161	1625.329263	1700.222833	1625.829263	342.277167	4.086459	-14.940799	70835.073676	547.961124	129.270254	440.463580	1287.910645	225.475042	9.985514	10.546722	8.754815	10.266118	63.603234	0.991839	2106.525515	53.410936	2107.025515	1989.089064	4.104443	-15.016438	64561.261289	543.104585	118.874455	443.613804	1349.695801	205.504877	9.673756	10.537132	7.857589	10.105444	70.722799	0.988107	8.413517	0.227766	0.001293	176.205760	0.237526	0.001311	181.132700	0.228237	0.001294	176.397504	0.272954	0.001657	164.735062	0.259630	0.001610	161.240091	0.376272	0.002009	187.323962	0.211822	0.001264	167.548963	0.199872	0.001432	139.531794	0.311294	0.001457	213.660231	0.317887	0.001470	216.271560	0.152541	0.001156	131.943396	0.162090	0.001326	122.237376	0.127128	0.001117	113.830859	507845.622405	1285.749750	0.991631	0.005628	0.997158	0.005659
elp0m411-kb92-20211015-0420-e91.fits	4	1537.908188	1061.081192	1538.408188	981.418808	115546.047836	314.159265	1723.131348	367.794493	0	583.616925	197.982688	429.854749	2966	9.167028	10	30	45	59503.769771	4.093428	-14.926887	2459503.769771	2459503.774530	2.114311	46.700001	-20.032068	NaN	300.290000	4.093865	-14.925153	NaN	NaN	-0.000064	0.808949	10.289458	10.824767	10.557112	59.922356	0.989632	2316.676624	1046.813915	2317.176624	995.686085	4.093596	-15.050064	117085.024154	584.538255	200.303442	428.339328	1790.281128	372.693207	10.295961	10.488000	8.464069	10.391981	50.495833	0.990608	2171.504636	508.269920	2172.004636	1534.230080	4.099473	-15.026968	114645.257565	583.193212	196.581948	429.798954	1846.773315	364.927189	10.058108	10.568268	8.104520	10.313188	57.922175	0.987139	1775.993943	429.160127	1776.493943	1613.339873	4.100329	-14.964386	108618.250628	578.161902	187.868226	429.590447	1653.810547	345.742630	10.357262	10.635885	9.426999	10.496574	54.928299	0.993895	1284.927464	1656.563885	1285.427464	385.936115	4.086927	-14.886980	104442.125646	572.563312	182.411488	424.091305	1589.015747	332.449611	10.329400	10.773141	9.012485	10.551270	58.814555	0.991783	1145.198807	1345.292585	1145.698807	697.207415	4.090322	-14.864828	137137.599519	601.170059	228.117814	426.834458	1950.705566	436.522537	10.397226	10.818947	9.083852	10.608086	62.349775	0.995127	3004.159505	1282.167058	3004.659505	760.332942	4.091035	-15.158852	105751.930182	575.560677	183.737240	430.395864	1922.384766	336.618849	9.379649	10.085270	7.470337	9.732460	75.082233	0.993033	833.052921	621.709666	833.552921	1420.790334	4.098210	-14.815292	83582.459812	555.265842	150.526925	428.188240	1437.332031	266.051233	10.096679	10.362956	8.502887	10.229818	58.343332	0.996642	829.387628	1037.809648	829.887628	1004.690352	4.093672	-14.814813	156193.190553	617.589360	252.907839	428.820035	2335.230469	497.178367	9.927763	10.525442	8.584077	10.226603	64.392514	0.991310	1757.662602	1432.518087	1758.162602	609.981913	4.089377	-14.961718	158176.745087	618.860710	255.593452	429.291171	2103.191895	503.492217	10.443981	10.767869	9.280471	10.605925	53.615760	0.989378	890.922011	882.086613	891.422011	1160.413387	4.095371	-14.824511	75997.277808	547.931192	138.698579	426.565399	1308.062378	241.906848	10.091701	10.825873	9.276214	10.458787	70.573371	0.991895	1624.916274	1699.432954	1625.416274	343.067046	4.086463	-14.940763	70536.938618	542.255083	130.080733	425.773531	1309.901367	224.526049	10.332613	10.877669	9.886080	10.605141	60.396611	0.989935	2106.113161	53.135869	2106.613161	1989.364131	4.104441	-15.016485	63065.978875	536.526993	117.544839	427.671431	1242.249878	200.745246	10.051278	10.769080	8.477163	10.410179	60.278622	0.981649	8.825860	0.229114	0.001294	177.040646	0.232165	0.001299	178.694258	0.227328	0.001291	176.036915	0.274497	0.001660	165.335670	0.261187	0.001614	161.856938	0.373489	0.001997	187.003668	0.209693	0.001258	166.634283	0.198658	0.001427	139.242762	0.309712	0.001454	213.071063	0.313645	0.001461	214.669593	0.150693	0.001151	130.884055	0.162610	0.001323	122.927584	0.125052	0.001110	112.674138	504317.374223	1275.094546	0.997501	0.005634	1.001157	0.005655
elp0m411-kb92-20211015-0421-e91.fits	5	1538.320118	1060.872258	1538.820118	981.627742	104180.399230	314.159265	1336.897949	331.616510	0	570.176447	182.716069	418.357435	2990	10.830100	10	30	45	59503.773415	4.093418	-14.926628	2459503.773415	2459503.778174	2.058002	47.200001	-20.004581	NaN	300.286000	4.093853	-14.924828	NaN	NaN	-0.000064	0.809181	11.182026	11.600795	11.391410	60.719734	0.995036	2317.371907	1046.633134	2317.871907	995.866866	4.093585	-15.049887	109040.130224	574.155837	189.913824	415.986034	1446.921875	347.085514	10.994200	11.300288	10.025648	11.147244	54.943910	0.993487	2172.249330	508.064990	2172.749330	1534.435010	4.099465	-15.026794	106060.360569	571.107993	185.709817	417.178086	1421.673218	337.600613	11.006027	11.323234	9.659593	11.164630	56.104137	0.994352	1776.647072	429.045001	1777.147072	1613.454999	4.100320	-14.964180	99227.183993	566.091105	175.284832	418.228150	1291.605957	315.849936	11.302066	11.359307	10.722814	11.330686	47.385486	0.996311	1285.227820	1656.614410	1285.727820	385.885590	4.086913	-14.886689	93375.210237	558.867311	167.079391	412.146554	1303.678833	297.222525	11.352650	11.503432	11.372743	11.428041	50.647089	0.995462	1145.556374	1345.157139	1146.056374	697.342861	4.090310	-14.864540	122149.317652	584.750207	208.891449	413.993927	1407.317871	388.813354	11.284187	11.608672	10.637264	11.446429	58.327238	0.996008	3004.690685	1282.089860	3005.190685	760.410140	4.091022	-15.158681	97189.533404	563.962293	172.333389	417.723860	1462.924438	309.363893	10.646837	10.963752	8.780245	10.805295	66.702273	0.998179	833.429243	621.693410	833.929243	1420.806590	4.098200	-14.814996	77027.020553	545.639028	141.168459	415.269755	1155.716187	245.184621	11.125443	11.132401	9.756419	11.128922	45.406517	0.998058	829.701815	1037.694464	830.201815	1004.805536	4.093661	-14.814505	142301.535707	601.410470	236.613000	413.812132	1687.481201	452.959856	11.152294	11.422238	10.082670	11.287266	63.725648	0.998454	1758.280315	1432.364069	1758.780315	610.135931	4.089366	-14.961501	143861.088170	603.493126	238.380657	415.020015	1624.266235	457.924066	11.202984	11.559673	10.654849	11.381328	61.267339	0.996606	891.341452	881.971981	891.841452	1160.528019	4.095361	-14.824223	69420.831964	537.923146	129.053439	414.346231	1023.376404	220.973371	11.219433	11.624842	10.486015	11.422137	57.730643	0.993188	1625.357813	1699.256908	1625.857813	343.243092	4.086450	-14.940510	64493.755945	533.154110	120.966442	414.361430	1209.640503	205.290001	11.169209	11.597366	10.545928	11.383287	63.451249	0.996079	2106.726670	52.788113	2107.226670	1989.711887	4.104436	-15.016290	58867.423439	528.984434	111.283848	417.113804	1023.799744	187.380829	10.969737	11.612050	9.405719	11.290894	61.384206	0.988971	10.227693	0.228329	0.001397	163.449923	0.238980	0.001418	168.541648	0.232450	0.001404	165.582485	0.277912	0.001806	153.856257	0.257305	0.001731	148.623918	0.365582	0.002125	172.009494	0.213008	0.001366	155.890951	0.203106	0.001559	130.263207	0.311878	0.001570	198.656859	0.315296	0.001579	199.699551	0.152148	0.001250	121.697840	0.164618	0.001441	114.235883	0.129018	0.001212	106.463596	456272.488380	1247.677791	0.994085	0.006082	0.997169	0.006101
elp0m411-kb92-20211015-0422-e91.fits	6	1538.793984	1060.862900	1539.293984	981.637100	105359.759555	314.159265	1280.732788	335.370531	0	567.462101	185.668363	405.404632	2938	11.064587	10	30	45	59503.777028	4.093416	-14.926602	2459503.777028	2459503.781786	2.006382	47.500000	-20.004581	NaN	300.288000	4.093851	-14.924727	NaN	NaN	-0.000064	0.809413	11.196697	11.603770	11.400234	61.993762	0.995922	2317.908015	1046.540092	2318.408015	995.959908	4.093584	-15.049871	109244.536420	570.736013	191.409923	405.563252	1495.625366	347.736160	11.109921	11.343435	9.855051	11.226678	54.283373	0.995734	2172.711621	507.933276	2173.211621	1534.566724	4.099464	-15.026765	107062.666248	568.962545	188.171730	405.333257	1415.108276	340.791051	11.066795	11.436095	9.750600	11.251445	58.684403	0.994905	1777.203076	428.796284	1777.703076	1613.703716	4.100321	-14.964165	99559.062125	563.362630	176.722872	407.264991	1203.652466	316.906337	11.326462	11.394211	11.130575	11.360337	49.307270	0.998415	1285.729326	1656.385918	1286.229326	386.114082	4.086912	-14.886668	95751.018677	557.349643	171.797040	400.961185	1210.087158	304.784959	11.203866	11.422244	10.919068	11.313055	54.125744	0.996202	1146.027945	1345.042425	1146.527945	697.457575	4.090309	-14.864514	125381.148760	583.969769	214.704862	402.769627	1494.194824	399.100592	11.199735	11.548001	10.654909	11.373868	60.468912	0.996454	3005.069053	1281.770127	3005.569053	760.729873	4.091023	-15.158641	98547.551571	561.685198	175.449793	405.629860	1368.622925	313.686599	10.753936	10.893721	9.604756	10.823829	75.623033	0.999783	834.007393	621.623129	834.507393	1420.876871	4.098198	-14.814985	78497.585248	542.781391	144.620996	403.596182	1142.244995	249.865574	11.118016	11.117603	10.381405	11.117809	44.955988	0.999416	830.386853	1037.742776	830.886853	1004.757224	4.093658	-14.814512	145277.210698	601.543808	241.507283	403.634930	1651.226685	462.431724	11.091287	11.383716	10.369468	11.237501	58.248562	0.996599	1758.710062	1432.169733	1759.210062	610.330267	4.089365	-14.961468	148340.351406	603.630673	245.746875	403.837383	1609.279541	472.182004	11.179427	11.626094	10.923481	11.402761	61.834956	0.995012	891.794562	881.872655	892.294562	1160.627345	4.095359	-14.824193	71147.588603	535.660835	132.822084	402.274818	1009.815552	226.469808	11.316874	11.556585	11.064470	11.436730	59.089483	0.998030	1625.919325	1699.274330	1626.419325	343.225670	4.086448	-14.940499	65426.820317	529.774535	123.499368	401.772062	1108.951172	208.260037	11.234394	11.550548	11.259067	11.392471	57.263672	0.995533	2107.155199	52.614930	2107.655199	1989.885070	4.104435	-15.016254	58928.456613	525.266766	112.187674	404.598444	978.971375	187.575103	10.985799	11.537157	10.768556	11.261478	59.892093	0.990297	10.595846	0.226768	0.001364	166.292030	0.235129	0.001380	170.379240	0.230433	0.001371	168.083395	0.272722	0.001751	155.744889	0.259583	0.001701	152.589077	0.369600	0.002096	176.366747	0.212106	0.001335	158.830602	0.203299	0.001524	133.399309	0.312683	0.001541	202.864198	0.319275	0.001555	205.357524	0.153132	0.001224	125.158677	0.163899	0.001405	116.646573	0.126833	0.001180	107.454316	464615.635127	1242.702484	0.987286	0.005937	0.990352	0.005956
elp0m411-kb92-20211015-0423-e91.fits	7	1539.247681	1060.033868	1539.747681	982.466132	112095.914427	314.159265	1477.206665	356.812378	0	570.567947	196.463743	394.903357	3003	10.223369	10	30	45	59503.780637	4.093422	-14.926830	2459503.780637	2459503.785396	1.958543	48.000000	-19.977101	NaN	300.288000	4.093848	-14.924882	NaN	NaN	-0.000064	0.809636	10.909594	11.164310	11.036952	55.698236	0.995999	2318.203118	1045.575970	2318.703118	996.924030	4.093594	-15.050055	116619.476587	574.554617	202.973700	394.561962	1518.309082	371.211323	10.751736	10.932642	10.368343	10.842189	51.910607	0.995122	2173.115496	506.944772	2173.615496	1535.555228	4.099473	-15.026939	113186.050868	571.316815	198.114335	394.720528	1599.432739	360.282390	10.783567	10.795753	9.579564	10.789660	45.448344	0.994792	1777.473226	427.926446	1777.973226	1614.573554	4.100327	-14.964323	105240.511254	564.567813	186.408982	395.564550	1348.212769	334.990952	10.951798	10.990419	10.523336	10.971108	47.127883	0.997750	1286.054305	1655.749608	1286.554305	386.750392	4.086916	-14.886916	101057.809044	559.201314	180.718118	390.990570	1356.258179	321.676997	10.955624	11.025001	10.381754	10.990313	47.414683	0.994378	1146.348960	1344.345877	1146.848960	698.154123	4.090312	-14.864747	132980.331858	587.535064	226.335992	391.567180	1631.718872	423.289543	10.991441	11.037405	10.666579	11.014423	47.687494	0.998015	3005.506527	1280.981770	3006.006527	761.518230	4.091035	-15.158844	105041.839240	563.665287	186.354991	392.890221	1663.619873	334.358559	9.899779	10.436358	8.434316	10.168068	77.009391	0.996559	834.243929	620.568550	834.743929	1421.931450	4.098203	-14.815171	83078.246679	543.581104	152.835053	393.069179	1248.952515	264.446272	10.749472	10.674640	9.321732	10.712056	41.868319	0.995900	830.611269	1036.844425	831.111269	1005.655575	4.093662	-14.814720	153999.850501	604.684928	254.677839	390.997166	1851.859741	490.196749	10.821098	10.833429	10.113942	10.827263	45.559734	0.996602	1759.101560	1431.490284	1759.601560	611.009716	4.089371	-14.961703	155119.701102	606.242620	255.870663	394.328826	1812.901367	493.761344	11.011123	10.972392	10.330157	10.991757	43.177701	0.996927	892.221449	881.056042	892.721449	1161.443958	4.095362	-14.824422	75260.379074	535.786539	140.467096	391.180837	1100.557983	239.561227	10.879800	11.157581	10.017193	11.018690	62.460297	0.998061	1626.216393	1698.552918	1626.716393	343.947082	4.086454	-14.940737	69622.129822	530.195303	131.314120	390.783730	1150.579590	221.614122	10.879882	11.156481	11.094306	11.018181	62.199792	0.998026	2107.552760	51.751608	2108.052760	1990.748392	4.104442	-15.016403	61344.340406	523.455857	117.191048	393.471453	1047.756592	195.265100	10.481270	11.014359	9.787171	10.747815	62.387391	0.992447	10.064751	0.227847	0.001295	175.885173	0.237042	0.001313	180.510180	0.230063	0.001299	177.066561	0.272123	0.001656	164.327580	0.258512	0.001609	160.670897	0.370420	0.001991	186.036054	0.213509	0.001267	168.520754	0.203175	0.001441	140.952356	0.313021	0.001463	214.005825	0.315297	0.001468	214.712115	0.152975	0.001156	132.338589	0.164842	0.001330	123.916102	0.124689	0.001110	112.345003	491979.028657	1246.285622	0.991985	0.005640	0.992756	0.005644
